,대상자번호,업종코드1,대상자명,대상자코드
558497,3100118326,D3420,유니월드이엔지,100
558544,3100116587,D2936,(주)멕스코리아아이엔씨,100
558546,3100115395,D32,(주)더맵,100
558657,6000141876,,AUTOMOTIVE METAL STAMPING PRIVATE LIMITED,135
558658,3100108972,D343,(주)알룩스,100
558659,3100111506,D154,주식회사진미,100
558660,3100111508,D2811,(주)경인엔지니어링,100
558668,6000094191,G516,이넥스자원(주),100
558674,3100118226,D3219,(주)삼영테크놀로지,100
558694,3100117626,D32,광명써키트(주),100
558698,3100110060,D3430,금문산업(주),100
558723,3100107679,D2719,(주)아주베스틸,100
558724,3100113352,G51,KNF KOREA. INC,100
558725,3100112331,D179,(주)대륭,100
558726,3100112064,D2933,창신인터내셔날(주),100
558727,3100113838,D3110,(주)한국전원,100
558729,3100113652,D1910,(주)하이탑,100
558732,3100111466,G5171,중앙어페럴,100
558734,3100111287,D181,(주)이디엘코리아,100
558737,3100102879,D300,(주)인포이큐,100
558739,3100102781,D2712,(주)티에스메탈,100
558750,3100000311,D32,엘지전자(주),100
558754,3100000595,D32,삼성전자(주),100
558758,3100024002,D3699,(주)코리나,100
558762,3100010301,D3219,(주)경인전자,100
558770,3100100603,D244,(주)루디아,100
558773,3100107474,D1791,신원섬유(주)(이구휘),100
558775,3100113667,D1533,이조은사료(주),100
558776,3100112270,D343,(주)네오드,100
558778,3100113425,D321,뮤텔테크놀러지(주),100
558780,3100112777,D2529,(주)광주삼정기업,100
558782,3100114846,D343,한양철강(주),100
558787,3100108926,D191,경신사,100
558788,3100104013,D2935,(주)디젠,100
558790,3100102495,G519,(주)네오코리아상사,100
558791,3100102751,D17,(주)덕평텍스타일,100
558792,3100007783,D323,(주)부일전기,100
558793,3100008976,D222,경원화성(주),100
558797,3100022178,G519,(주)한국팬트라,100
558798,3100010325,D,동양메이저(주) (섬유사업부문서울지점),100
558803,3100008803,D313,일광전자재료(주),100
558804,3100012824,D181,(주)우인인더스트리즈,100
558805,3100013219,D179,(주)일신텍스타일,100
558810,3100026725,D331,(주)바이오프로테크,100
558813,3100108075,D179,명신섬유공업(주),100
558824,2575100214,R9391,IDILOR S A,575
558866,6000146718,,"TOPWORTH PIPES AND TUBES PVT, LTD",135
558873,2360102096,D29,TRACKLINE INTERNATIONAL LIMITED,360
558914,3100116422,G519,나노테크(주),100
558915,3100117141,G5172,비즈니어코퍼레이션(주),100
558930,6000142283,D2939,(주)웰텍이엔지,100
559080,6000141905,G5141,(주)제이제이텍스타일,100
559122,6000144163,D222,(주)갑우문화사,100
559151,6000144007,G519,(주)만호금속,100
559171,3100117493,D1720,(주)블루텍스타일,100
559177,3100118291,D3720,(주)창명,100
559191,3100101123,D1513,건식무역(주),100
559193,3100101699,D2811,(주)케이엔월덱스,100
559196,3100003432,G51,(주)로드스타,100
559198,3100106331,D1799,(주)초이통상,100
559202,3100113398,D331,(주)한별메디텍,100
559203,3100116056,D1740,(주)클래식모드,100
559206,3100114486,G516,(주)두양트래딩,100
559213,3100102674,D3219,(주)창신전자,100
559215,3100104598,D179,(주)에이치아이아이,100
559227,3100117830,D3430,대경기업,100
559228,3100117711,D181,(주)미유원,100
559229,3100116971,D2521,케이넷(주),100
559230,3100117938,D154,주식회사진풍식품,100
559231,3100115327,G5131,(주)이지쿡,100
559232,3100118326,D3420,유니월드이엔지,100
559233,3100117728,D181,주식회사정광실업,100
559234,3100115304,D2415,(주)아이엔씨테크,100
559238,3100111860,D2721,(주)서울합금,100
559242,3100113425,D321,뮤텔테크놀러지(주),100
559245,3100114193,D17,(주)서목통상,100
559246,3100114421,G5189,아팩 코퍼레이션,100
559248,3100110193,G5189,(주)에스케이토탈마린,100
559249,3100109826,D29,일림나노텍(주),100
559251,3100111802,D252,폴리프레임(주),100
559252,3100104225,D2916,에이치테크(주),100
559256,3100103307,D179,(주)대천텍스타일,100
559261,2280101275,G5172,NOBLE CHEMICAL MATERIALS LLC,280
559293,2450100996,G5172,SAMSUNG AMERICA INC,450
559527,6000138768,G5241,(주)코비텍,100
559531,6000141753,D2899,(주)신영모텍,100
559538,6000123691,D17,(주)제이더블유이노필,100
559544,6000140882,D3219,(주)아모시스,100
559560,6000137798,G5265,OVERSEAS HONEST LIMITED,130
559590,3100117637,D15,주식회사 지엠에프,100
559591,3100116139,F45,옥산기공 주식회사,100
559594,3100116602,G5181,유틸테크주식회사,100
559601,6000117178,D3130,화백전선(주),100
559603,6000142287,,REPUBLICAN ROAD FUND UNDER THE MINISTRY OF FINANCE OF THE REPUBLIC OF UZBEKISTAN,367
559669,6000133356,D3001,MEGAWARE INDUSTRIAL LTDA,511
559670,6000140741,D272,세종메탈 주식회사,100
559676,3100112657,G51,농업회사법인농산무역(유),100
559679,3100104303,D2939,(주)동양프라웰,100
559680,3100104897,G51,농업회사법인강원무역,100
559681,3100102781,D2712,(주)티에스메탈,100
559695,6000136319,G5189,LAMELEC AUSTRALIA PTY LTD,701
559704,6000144616,D293,(주)세코,100
559732,3100115883,D2939,아강테크,100
559734,3100118226,D3219,(주)삼영테크놀로지,100
559737,3100115304,G5172,(주)아이엔씨테크,100
559738,3100117043,G513,뉴웰코리아,100
559770,2280101356,D369,BIN BROOK PLASTICS INDUSTRIES (BROOK PLAST),280
559774,3100004816,D3511,세광조선(주),100
559775,3100003393,D28,에스앤에스밸브주식회사,100
559776,3100001384,D323,(주)대우일렉트로닉스,100
559777,3100005358,G5141,(주)럭스,100
559778,3100000849,F45,현대건설(주),100
559779,3100005898,D1513,(주)대광농산,100
559780,3100022339,D17,(주)송강,100
559782,3100023123,D2415,(주)럭키엔프라,100
559783,3100010795,D29,코막중공업주식회사,100
559795,2361101206,G519,LIMITED LIABILITY COMPANY PROFESSIONAL(OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU PROFESSIONAL),361
559819,6000146832,D3219,(주)삼정기술,100
559867,6000144900,G,지비엘물산(주),100
559941,6000146658,D2951,(주)비비에스케어,100
560018,6000141788,D2529,(주)샤바스,100
560028,6000141752,,ROJEE TASHA STAMPINGS PRIVATE LIMITED,135
560035,6000144162,D181,투잉 주식회사,100
560072,6000142283,D2519,(주)웰텍이엔지,100
560117,6000144140,D244,주식회사 이지쓰 위그,100
560123,6000144152,,CASE-MATE,450
560143,6000140761,,SG ENTERPRISES,135
560184,6000142547,D2722,(주)대영금속,100
560188,6000144630,D32,(주)동서전자,100
560205,6000112800,G5141,LIMITED LIABILITY COMPANY UNSEN TEXTILE(UNSEN),361
560210,6000111791,D3220,(주)티엔텍,100
560221,6000144782,D,(주)대성엠티,100
560236,2360103985,G519,MERIDIAN METAL TRADING LIMITED,360
560238,6000064150,G5173,세중자원,100
560246,2450109254,G5199,"UNINET IMAGING, INC",450
560247,2450112381,G5189,"VALUEPART, INC",450
560252,3100100236,G5143,주식회사 테라비젼,100
560254,3100102582,D24,백광산업(주),100
560255,3100024885,D3001,(주)알파켐,100
560257,3100009870,D2917,앨트웰텍(주),100
560258,3100009206,D232,SK에너지(주),100
560259,3100108997,D293,(주)예은테크,100
560260,3100108459,D3219,(주)이노캐스트,100
560261,3100107239,D3691,(주)실크쥬얼리,100
560262,3100107218,D323,(주)윈스메탈,100
560263,3100113228,D343,(주)피알,100
560266,3100112558,G5160,(주)한준산업플랜트,100
560269,3100114511,D15,풍기특산물영농조합법인,100
560270,3100112873,D300,(주)엠쓰리모바일(구.(주)모바일컴피아),100
560274,2450113680,G5189,ASI COMPUTER TECHNOLOGIES INC (A S I),450
560285,2517100618,G5181,SERHIDRA LTDA,517
560301,6000146913,D343,(주)정우,100
560347,6000144815,G5146,열린세상,100
560353,2355101144,G5189,ALMACENES MARISOL S A,355
560367,2355101326,G5143,URENDE SA,355
560460,6000141875,,POONA TOOLS PRIVATE LIMITED,135
560461,6000141908,D181,흥진,100
560483,6000135480,G513,해초식품,100
560498,6000130899,G5189,RAMOS SIERRA SA ,355
560510,6000142298,D,(주)대원시스템,100
560562,6000134791,G5143,INTRA WORLDWIDE S A,560
560617,3100116077,D343,(주)사파코,100
560618,3100118226,D3219,(주)삼영테크놀로지,100
560622,3100118086,G5172,삼이트레이딩(주),100
560629,6000132755,G5160,FERRO ALLOYS CO LTD,154
560658,6000142109,G519,(주)서린무역,100
560693,3100007757,D2511,(주)대호산업,100
560694,3100001783,D3699,부영산업(주),100
560695,3100000601,D35,두산인프라코어(주),100
560698,3100010468,D343,신한정밀공업(주),100
560699,3100010650,D314,(주)로케트전기,100
560701,3100012719,D1512,화인한천(주),100
560708,3100108840,D29,(주)대영엔진,100
560710,3100108892,D181,(주)이안물산,100
560713,3100108416,D2899,핫파이바(주),100
560715,3100111287,D181,(주)이디엘코리아,100
560716,3100109770,G51,트라텍솔루션스,100
560721,3100104908,D28,대창HRSG(주),100
560722,3100102878,D3511,(주)21세기조선,100
560730,3100006076,D179,(주)고려텍스타일,100
560738,3100022350,D3430,에이디엠이십일(주),100
560741,3100008924,G5191,동방리쏘스주식회사,100
560743,3100101149,D29,캐스텍(주),100
560744,3100101294,D179,(주)테크텍스,100
560785,6000144882,,"LLC ""EVOLY""",361
560919,6000141863,,"SPLITERM, S.A.",355
560930,6000141896,D,(주)일진지에프엘,100
560939,6000141307,G5173,주식회사 오성에프엔씨,100
560971,6000131686,G519,LIMITED LIABILITY COMPANY BUSINESS AND WATCH IMPEX(OBSCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU BIZNES I VOTCH IMPEKS),361
561019,6000131204,G5131,동서농산(주),100
561034,6000140918,D319,주식회사 온돌리아,100
561040,6000140882,D3219,주식회사 아모시스,100
561044,6000140842,,VIETNAM AUTO PARTS MACHINERY COMPANY LIMITED,176
561045,6000140868,F,주식회사 비제이 P&S,100
561053,6000107738,D17,(주)서인코퍼레이션,100
561085,6000134330,D1720,"ESTAMPADOS LITORAL SL  
",355
561092,6000135490,G5110,GOLD TV SAT SARL,645
561138,3100100440,G519,씨티지아이앤씨(주),100
561139,3100101249,D312,(주)재은전자,100
561142,3100026135,D2899,K.S야나세산업(주),100
561146,3100105735,D2713,이파이프(주),100
561147,3100114910,G5171,(주)텍스굿,100
561150,3100108721,D313,대경전선공업(주),100
561154,3100108707,D2919,(주)도우,100
561170,6000028100,D293,동아이엔지(주),100
561172,3100108785,D19,(주)파이스트코포레이션,100
561177,3100112614,D369,코베스트(주),100
561179,3100112001,D343,(주)은성브레이크,100
561181,3100114233,G,세정인터내셔날,100
561186,3100108613,D343,(주)아텍,100
561187,3100111456,G51,(주)트라존,100
561189,3100104790,D32,(주)씨유전자,100
561214,6000144752,D2439,엠에너지,100
561215,6000144850,G519,청정해수산(주),100
561216,3100001322,G5191,(주)두베스트,100
561217,3100118115,G5241,두성UMa(주),100
561218,6000070680,G502,(유)브이피에이치아이,100
561219,3100114388,D2414,(주)세미머티리얼즈,100
561234,6000128743,D2939,(주)동양그린,100
561320,6000148169,G,베스트오브코리아모터스(주),100
561322,6000148252,G5160,(주)신우무역,100
561328,6000148265,D2933,로얄피에스비(주),100
561333,6000148264,D3001,(주)세림디앤에스,100
561422,6000142206,D295,(주)서원팰러스,100
561430,6000141905,G5141,(주)제이제이텍스타일,100
561456,6000123715,D201,(주)경동목재,100
561480,6000134295,D1511,주식회사 푸드스타,100
561489,6000142515,D2914,(주)에스비씨,100
561499,6000142547,D2722,(주)대영금속,100
561548,6000144773,D321,주식회사인터원,100
561567,3100103704,D1732,(주)신성메이저글러브,100
561577,3100115883,D2939,아강테크(주),100
561578,3100118115,G5171,두성UMa(주),100
561586,6000145531,D3430,(주)와토코리아,100
561594,3100116186,G51,JS F&B,100
561596,3100118115,G5171,두성UMa(주),100
561597,3100116857,D3001,(주)오젠택,100
561601,6000146105,G519,에버마린(주),100
561610,6000146110,,TRENDS PUBLISHING INTERNATIONAL,703
561616,6000146009,G,그린켐,100
561711,2450117701,G5149,MOLL SYSTEMS CORPORATION,450
561715,2321101307,D3331,MODERN OPTIQUE,321
561770,6000144630,D32,(주)동서전자,100
561800,6000141741,,MULTIMATIC,410
561867,6000141307,D3699,주식회사 오성에프엔씨,100
561906,2450121269,G519,S N S STYLE FABRICS,450
561960,6000129748,D2529,SAM CHEM SPHERE COMPANY LIMITED (CONG TY TNHH SAM CHEM QUA CAU),176
561990,6000144624,D181,(주)에스앤큐,100
562004,6000133305,D2812,삼협기공(주),100
562065,6000145483,D1799,텍스존,100
562086,6000146131,D3696,(주)아미온,100
562133,3100109020,G51,(주)기수산업,100
562135,3100105203,D343,한국분말야금(주),100
562136,3100107470,D181,(주)포런상사,100
562138,3100113218,G51,(주)켐뉴스코프,100
562139,3100111536,G519,기산물산상사,100
562140,3100111133,D1791,(주)티케이알엔비(구-(주)대아임펙스),100
562144,3100111281,D1799,(주)미래인더스트리즈,100
562147,3100102548,G519,(주)코스폴물산,100
562153,3100104386,D3219,(주)보다테크,100
562157,6000138768,D1799,(주)코비텍,100
562188,3100020536,D2612,(주)한국니코,100
562189,3100012824,D181,(주)우인인더스트리즈,100
562194,3100100370,D2712,금성벨로우즈,100
562197,3100026882,D32,(주)영디스플레이(YOUNG DIS,100
562198,3100025547,G5191,지엔지상사,100
562199,3100003152,D351,바칠라캐빈(주),100
562202,3100027001,D3219,(주)셀텀,100
562203,3100025596,D2939,(주)케이이디,100
562205,3100106377,D2899,대한정밀공업(주),100
562207,6000107738,D17,(주)서인코퍼레이션,100
562214,6000129183,G5269,J CREW INC (J CREW WOMENS ACCESSORIES),450
562235,6000146011,D342,(주)케이피아이,100
562236,6000145483,D1799,텍스존,100
562238,6000146027,D24,(주)신재기술,100
562245,6000146021,D29,주식회사 동성피앤피,100
562314,2275102181,G51,AL KA OTOMOTIV ELEKTRONIK TEKSTIL METAL INSAAT TAAHHUT SANAYI VE TICARET LTD STI,275
562329,3100005656,D3332,삼성테크윈(주),100
562330,3100022350,D3430,에이디엠이십일(주),100
562338,3100100417,D1814,네트69스포츠(주),100
562340,3100026110,D1710,(주)팻숀디비,100
562344,3100026101,D343,(주)금창,100
562347,3100108459,D3219,(주)이노캐스트,100
562349,3100113412,D2933,(주)아벡스,100
562365,6000145976,,JELLC TIBERIUM,316
562383,3100012906,G5160,(주)세창철강,100
562385,3100010460,D,(주)인맥,100
562388,3100102026,D2713,백제비앤에스,100
562389,3100027472,G5172,주식회사 켐타운,100
562393,3100109276,D3319,(주)무한기업,100
562396,3100114388,D2414,(주)세미머티리얼즈,100
562398,3100114643,D,(주)에스지,100
562399,3100115751,G519,주식회사 바론에스엘,100
562404,3100111116,D29,(주)유창무역,100
562411,2450122260,D252,INTEVA PRODUCTS LLC,450
562417,2140105457,D2529,MUNEKATA CO LTD,140
562420,2317100445,G5189,ERNITEC A S,317
562483,3100106717,D2719,동아스틸(주),100
562485,6000002150,G5141,"WISSE AMERICA, INC.
",450
562487,3100112596,D2414,케이지케미칼주식회사,100
562488,3100114381,D3219,엔하이테크(주),100
562490,3100114922,G5172,주식회사피엔제이케미칼,100
562491,3100111876,G5172,(주)크레스코코퍼레이션,100
562492,3100114643,D343,(주)에스지,100
562493,3100112543,D2415,(주)에스폴리텍,100
562494,3100113245,G51,주식회사원글로벌,100
562495,3100109910,D29,아하엠텍(주),100
562497,3100110831,G5181,(주)이에스엠코리아,100
562498,3100108542,D343,(주)맥스오토,100
562540,6000146012,G5132,주식회사 서일마린,100
562562,6000132742,D269,제이비엘주식회사,100
562615,3100104996,D323,엘리온디지탈(주),100
562616,3100106857,D2440,(주)부영스피넬,100
562621,3100113838,D3110,(주)한국전원,100
562622,3100114146,D3219,(주)미코씨엔씨,100
562625,3100111259,D3130,에스아이(주),100
562626,3100109927,D3219,(주)레이스전자,100
562627,3100111116,G518,(주)유창무역,100
562653,6000141300,,LIONFER INDUSTRIA METALURGICA LTDA,511
562689,6000140352,D2921,(주)금광테크,100
562744,2450120358,M7210,TRENDPOINT SYSTEMS LLC,450
562745,2321102317,D3430,VALEO SYSTEMES D ESSUYAGE,321
562757,3100114486,G5142,(주)두양트래딩,100
562758,3100113885,G518,(주)신도링크,100
562759,3100112862,D312,이엔테크놀로지(주),100
562761,3100108307,D17,지앤지텍스타일,100
562763,3100110995,D3220,(주)슈프리마,100
562765,3100112379,D191,약산무역,100
562768,3100101532,R9221,(주)팝코퍼레이션,100
562769,3100103838,D179,(주)원우에프엔피,100
562803,3100102206,D1732,(주)글로벌엠에프지,100
562804,3100101544,D331,(주)삼성의료설비,100
562805,3100102945,G501,(주)케이에이치모터스,100
562816,3100115610,D2891,제일단조공업(주),100
562819,3100117144,D179,(주)이에스투홀딩스,100
562828,2517101096,G5181,ATR ALMACEN TRACTO REPUESTOS LTD,517
562832,2275102306,D179,Y K S TEKSTIL SANAYI VE TICARET A S,275
562847,2328100047,G519,PNEU TRADE LTD,328
562895,3100117511,D1731,(주)리치먼에셋,100
562898,3100118346,D313,엘에스전선(주),100
562900,3100118347,D2917,엘에스엠트론(주),100
562901,3100116358,G51,(주)플러스텍,100
562908,3100111458,D35,수성특장(주),100
562909,3100102567,D331,(주)메디테크,100
562911,3100104468,D30,(주)필테라,100
562912,3100104897,G51,농업회사법인강원무역,100
562917,6000064157,G524,(주)프로그레시브풀,100
562937,2136102563,D2413,HANKUK COLOR INDUSTRI PT,136
562987,6000137801,D1732,(주)세인투게더,100
562989,6000137808,D21,(주)원페이퍼트레이드솔루션컴퍼니리미티드,100
563019,6000136251,D29,(주)홍익,100
563050,6000139904,D1799,(주)에이팩텍스타일,100
563061,6000125296,D3220,지알텔레콤(주),100
563069,6000124284,D3230,(주)유니엠텍,100
563077,6000139295,D2939,삼진정밀,100
563087,2618100815,D2415,"EL ALLAMIA FOR PLASTICISERS AND SOLVENTS (EPS / INTERNATIONAL SOLVENTS AND DAFTRNERS
/  EL ALLAMIA INTERNATIONAL FOR SOLVENTS AND DAFTENERS)",618
563151,2360103246,D29,MAXA TECHNOLOGIES LIMITED,360
563159,2550102102,D17,GUANTES INTERNACIONALES S A DE C V,550
563215,2320100325,F452,MJS GROUP OY,320
563219,2220101088,D343,IRAN PITCH KAR SSK,220
563229,6000139904,D1799,(주)에이팩텍스타일,100
563261,2450109482,G519,STAR FABRICS INC,450
563271,2450116567,G5141,J C PENNEY PURCHASING CORPORATION(JC PENNEY/ JC PENNEY/INTERNATIONAL SOURCING),450
563276,3100006223,R9221,(주)피제이테크,100
563277,3100000146,D2712,고려상사(주),100
563297,6000146577,F462,(주)멀티플아이앤디,100
563324,6000146658,D2951,(주)비비에스케어,100
563356,2136101030,D3130,TRANKA KABEL PT,136
563371,2332100297,G518,LA GOMMARIA SPA,332
563372,2280101173,G51,SYSCON FZE (SYSCON),280
563405,6000137845,D3001,퍼시픽 디스플레이 테크놀리지,100
563471,6000119724,G5020,EXCLUSIVE MARKETERS 1996 LTD,410
563495,6000140352,D2929,(주)금광테크,100
563497,6000141307,D3699,(주)오성에프엔씨,100
563498,6000140351,D172,엘에스아이(주),100
563521,2450111276,G5241,GAP INC THE(GAP/GAP THE/GAPKIDS),450
563522,2450110211,D1799,SUNG WOO TEXTILE INC,450
563525,3100001351,D15,대상(주),100
563526,3100002149,D24,삼성정밀화학(주),100
563527,3100003624,G5191,(주)한화,100
563528,3100003874,D29,주식회사 인켈,100
563530,3100021011,D2432,(주)잉크테크,100
563532,3100021267,D181,(주)대상어패럴,100
563533,3100021831,D2519,(주)세명기업,100
563598,2120103039,G519,MEDICAL IT SUPPLY LTD,120
563600,2332100740,D29,CIDIAM SRL ,332
563610,6000143377,D2913,신라밸브(주),100
563657,2121114346,D369,RIZHAO AYESHAN AQUATIC FOODSTUFF CO LTD,121
563676,6000138786,D29,(주)티디엠코리아,100
563683,6000139750,D331,아이메디컴(주),100
563684,3100004716,R9221,(주)가빈,100
563686,3100004649,G51,(주)리오인더스트리,100
563687,3100000041,G5191,SK네트웍스(주),100
563688,3100002301,D1921,(주)성창인터패션,100
563689,3100020996,D311,태화트랜스(주),100
563690,3100023408,D2939,일성정밀,100
563691,3100013598,D17,(주)성진통상,100
563693,3100011366,D369,(주)베가,100
563695,3100011716,G5172,(주)오씨아이상사,100
563702,3100009102,G501,대우자동차판매(주),100
563756,6000146027,D24,(주)신재기술,100
563770,6000146679,,"HIJOS DE RAMON PUCHE, S.L.",355
563788,6000146105,G5131,에버마린(주),100
563816,2618100656,G5189,POWERTRAC HEAVY EQUIPMENT SAE,618
563821,2280101605,I639,UNITED ARAB CHEMICAL CARRIERS LIMITED (UACC),280
563822,6000144152,D1921,CASE ARI LLC (CASE MATE),450
563825,6000145599,D2812,일양건설,100
563906,2550102309,D1710,HILOS CLAUDIA S A DE C V,550
563909,2450122356,G519,EB INTERNATIONAL INC,450
563933,6000140366,D2939,엠앤드엠주식회사,100
563976,3100010648,D3219,(주)대진산업,100
563982,3100108227,D3219,(주)삼호전자,100
563983,3100106886,D244,(주)티엠디,100
563984,3100105746,D181,주식회사 멜카바,100
563986,3100106635,D2933,(주)대건씨앤에스,100
563989,3100112862,D312,이엔테크놀로지(주),100
563993,3100109100,D17,(주)에스앤디인터내셔날,100
563994,3100112084,D2939,(주)창신금형,100
563997,3100109169,D2933,(주)디비텍,100
564058,3100000744,D154,신영상사,100
564059,3100005877,G5160,(주)로드인터내셔날,100
564062,3100000495,D3511,대선조선(주),100
564063,3100003871,D3511,삼성중공업(주),100
564065,3100021510,D3691,(주)엠케이에스상사,100
564067,3100021826,D3511,SLS조선(주),100
564075,6000133224,G51,MAXIMUM PLANT HIRE CC (MAXIMUM PLANT AND EQUIPMENT),657
564084,6000141300,D2894,LIONFER INDUSTRIA METALURGICA LTDA,511
564106,3100004509,G5191,(주)타히보인터내셔날,100
564108,3100023774,G5172,(주)제씨상사,100
564109,3100010498,D181,명성직물(주),100
564116,3100105445,D17,마조인더스트리(주),100
564117,3100111857,D343,(주)모야,100
564139,6000139843,G5199,(주)엑스티엠월드,100
564161,3100108785,D19,(주)파이스트코포레이션,100
564162,3100107675,D2894,혜성금속공업(주),100
564164,3100107470,D181,(주)포런상사,100
564167,3100113564,D154,영농조합법인 문옥례가,100
564168,3100113689,G5151,하나로엔지니어링,100
564169,3100112831,D,(주)티비젼,100
564174,3100110307,D293,(주)케이티엠,100
564178,3100105424,D3332,방주광학산업(주),100
564205,6000144785,D2939,(주)성아산업기계,100
564223,6000134305,G518,LOGISTICA DE APROVISIONAMIENTO DE MATERIAL INFORMATICO SOCIEDAD LIMITADA(LOADING),355
564244,6000111791,D3220,(주)티엔텍,100
564276,3100000148,G5191,롯데상사(주),100
564277,3100001338,D2522,국도화학(주),100
564279,3100002500,D2415,(주)정신,100
564281,3100000251,G5199,현대종합상사(주),100
564284,3100002646,D3219,엘지이노텍(주),100
564286,3100004664,G519,(주)코삼,100
564288,3100001305,D3699,고려용접봉(주),100
564289,3100005898,G5132,(주)대광농산,100
564296,6000142352,G519,"LYONNAISE DE PNEUMATIQUES ET 
MECANIQUE(SLPM) 
",321
564297,6000146577,F462,(주)멀티플아이앤디,100
564303,6000148637,D2712,태정산업(주),100
564354,6000137846,D15,(주)예과원,100
564394,6000131176,D2712,해원엠에스씨(주),100
564416,6000141329,G,해저씨푸드,100
564434,6000127722,G5141,THE CATO CORPORATION(CATO/CATO FASHIONS/CATO PLUS/ITS FASHION),450
564439,3100103420,D3219,(주)프렉코,100
564444,6000007183,D243,CHANGZHOU EGING PHOTOVOLTAIC TECHNOLOGY CO LTD,121
564447,3100118170,D29,성도크레인스(주),100
564513,3100010024,D3430,WIL CORPORATION,100
564514,3100010325,D,동양메이저(주) (섬유사업부문서울지점),100
564515,3100012422,D2732,(주)서원,100
564525,3100027208,G519,(주)토탈프린팅스,100
564532,6000140366,D2932,엠앤드엠주식회사,100
564550,6000143405,D2129,(주)동화아이엔디,100
564553,6000143428,D32,케이씨전자,100
564563,3100112483,D32,(주)월드테크,100
564564,3100112872,D323,(주)아리엘코퍼레이션,100
564568,3100108333,D1791,(주)캬라반이에스,100
564573,3100102812,D2921,(주)극동이엔지,100
564574,3100103127,D181,(주)아펙스글로발,100
564575,3100104379,D179,(주)한성화이바,100
564576,3100102129,D369,오즈코코리아(주),100
564579,6000094195,D1814,(주)다우인터내셔날,100
564627,3100103721,D17,(주)에스케이니트,100
564735,3100022069,D181,(주)수호아이엔씨,100
564736,3100022072,D2415,(주)인테코코퍼레이션,100
564741,3100026084,G519,(주)바이슨통상,100
564744,3100101249,D3120,(주)재은전자,100
564748,3100107340,G51,화인캡,100
564751,3100107416,G519,즐거운일터(주),100
564752,3100108009,G51,(주)엠제이티앤아이,100
564754,3100114815,G5181,(주) 비젼에스앤디,100
564767,6000148666,,COMERCIALIZADORA AUTOTOOL DE VENEZUELA CA,580
564794,6000137770,D2415,(주)이피아이,100
564811,3100007667,D343,(주)대화연료펌프,100
564814,3100021826,D3511,SLS조선(주),100
564815,3100021020,D3699,(주)쿠쿠토이즈,100
564817,3100020285,D1791,선일텍스(주),100
564818,3100025408,D,다원전자(주),100
564821,3100100358,G5191,(주)여명엔터프라이즈,100
564823,3100009206,D232,SK에너지(주),100
564829,3100107080,D2916,평선기계산업주식회사,100
564831,6000140352,D2929,(주)금광테크,100
564835,6000140351,D179,엘에스아이(주),100
564854,6000140371,D3220,제이씨테크윈(주),100
564866,6000134295,D1511,주식회사 푸드스타,100
564868,6000134275,D2529,(주)다산전자,100
564883,6000139918,G519,조엔리프러덕스(주),100
564885,6000141242,D2439,(주)휘우아이앤씨,100
564892,6000142283,D2519,(주)웰텍이엔지,100
564923,6000142539,G5147,지제이엠,100
564966,3100112044,D2811,(주)디제이에프,100
564973,3100109653,D3130,우리전선(주),100
564979,3100104908,D28,대창HRSG(주),100
564980,3100102522,G51,(주)지피엔씨,100
564987,3100116484,G5144,주식회사 비룡 티앤씨,100
565005,6000143485,,WJ WOOD,360
565018,3100117298,D343,맥스테크(주),100
565023,6000138244,D3219,(주)오씨티,100
565049,6000114188,D2415,(주)서경지엠피,100
565050,6000132709,D244,(주)동원실업,100
565179,3100114325,G518,(주)디더블유아이,100
565180,3100112015,D3319,(주)엠아이텍,100
565185,3100109846,G51,농업회사법인(주)제주플라워,100
565187,3100103308,D1814,(주)코우머스인터내셔날,100
565188,3100103714,D281,(주)제이엠씨중공업,100
565189,6000074747,D3220,삼화통신공업(주),100
565192,6000066189,G5181,HYUNDAI CONSTRUCTION EQUIPMENT MAROC SARL (HCEM),645
565242,2360102956,M75,FERNCROFT INVESTMENTS LTD ,360
565249,2325103036,Q,POLO EXPRESSVERSAND GESELLSCHAFT FUR MOTORRADBEKLEIDUNG UND SPORTSWEAR MBH,325
565255,3100112159,G51,대영무역,100
565260,3100102129,D2529,오즈코코리아(주),100
565268,3100116501,D29,(주)삼강티에스엠,100
565269,3100118170,D29,성도크레인스(주),100
565317,6000116232,F45,SCRYM CONSTRUCTION PHILS CORPORATION,165
565325,2550101024,D1710,TORCIDOS INDUSTRIALES S A DE C V,550
565328,2360102735,D179,JERSEYTEX LTD,360
565424,3100116847,G515,(주)대원코프,100
565425,3100116602,D2919,유틸테크주식회사,100
565439,6000107900,G51,HANARO MART CO LTD,154
565442,6000141983,D2524,(주)키메이트,100
565451,6000143444,D3219,이엠에스전자주식회사,100
565468,6000133210,G5020,SPERANZA ZAIRO SRL,332
565480,6000138268,G5172,(주)휴켐무역,100
565501,6000127673,D2899,신진볼텍(주),100
565505,6000139303,F45,삼성홈이엔씨(주),100
565538,3100116847,G515,(주)대원코프,100
565540,3100115846,D154,매일제과산업(주),100
565639,6000135493,G5143,FAOUZI EQUIPEMENTS SARL,645
565653,6000008604,G519,EAT IT CORP,450
565654,3100117779,D32,캠존,100
565656,3100117433,G519,(주)마봉트레이딩,100
565657,3100116077,D3430,(주)사파코,100
565659,3100117910,D1814,주식회사제일에이피피,100
