,대상자번호,업종코드1,대상자명,대상자코드
71,2618100850,D2951,EL ARABY COMPANY FOR ENGINEERING INDUSTRIES SAE (TOSHIBA EL ARABY / EL ARABY ENGINEERING INDUSTRIES COMPANY),618
90,6000054604,G5012,나폴레옹무역상사,100
149,2180101941,G5143,RUNG SIAM AIR AND SERVICE CO LTD,180
168,6000054141,D1799,(주)부선교역,100
184,2360101245,G5269,COMET GROUP P L C(COMET),360
190,3100002555,D3319,(주)다이아덴트,100
193,3100025096,G519,(주)에스더블유씨,100
200,3100102003,D2933,(주)미라클브레이카,100
203,3100026828,D1740,미광다이텍(주),100
204,3100109266,D155,(주)금강비앤에프,100
208,3100112420,D343,(주)하이브론,100
253,6000054604,G5012,나폴레옹무역상사,100
267,3100102262,D3219,(주)소현이십일,100
268,3100102774,D343,엠티케이(주),100
318,2352100455,C1021,SAIPEM PORTUGAL COMERCIO MARITIMO SOCIEDADE UNIPESSOAL LDA,352
406,3100107474,D1791,신원섬유(주)(이구휘),100
407,3100114588,D2914,(주)제오테크,100
412,3100103507,D2433,대양물산(김유성),100
414,6000056629,,신화와미래 주식회사,100
468,3100002589,D3697,(주)대지금속,100
470,3100023139,G5191,태영무역,100
472,3100021993,R9221,태우상사(주),100
476,3100102003,D2933,(주)미라클브레이카,100
503,3100115109,D2931,(주)컴팩아시아,100
508,3100117095,D1910,주식회사 다우레텍,100
520,6000053632,D17,(주)신화플러스,100
557,6000053130,G51,H AND H CO LTD (HUMAN AND HEALTH CO LTD),154
562,6000036665,G519,KOZLINE PTY LTD,701
610,2136102563,D2529,PT HANKUK COLOR INDUSTRI,136
613,6000057631,G5160,ACO CEARENSE COMERCIAL LTDA,511
683,2121113494,D32,SUZHOU NIPPON LEIZ. CO LTD ,121
752,2121112110,D369,BEIJING SHIYUANDA ELEC TECH CO LTD,121
757,3100021280,D1511,(주)모든,100
759,3100024255,G519,동영아이웨어,100
764,3100025032,D179,(주)해인니트,100
766,3100025169,D2440,정한통상(주),100
768,3100106901,G5173,마이스터인터내셔날(주),100
769,3100114910,G5171,(주)텍스굿,100
771,3100112564,D2423,(주)비젼사이언스,100
773,3100112793,D2522,(주)성일,100
777,3100108527,G51,업카이트(주),100
781,3100102719,D2894,(주)후크화이버,100
782,3100101511,G5189,베토(주),100
799,6000025621,G5191,서울인터내셔널컴퍼니,100
813,6000060138,,BELSUL IND E COM. DE MATERIAS PRIMA,511
862,6000053632,D17,(주)신화플러스,100
900,6000026600,D343,BORISOV PLANT AVTOGIDROUSILITEL REPUBLIC UNITARY INDUSTRIAL ENTERPRISE,316
928,6000060129,D2913,대흥공업(주),100
955,6000060119,,JURESA,511
956,6000060117,,TUBERFIL,511
995,3100111923,D2415,(주)세림에프앤비,100
997,3100108850,D322,모바일어플라이언스(주),100
998,3100111011,D343,에이앤디테크놀러지(주),100
999,3100103422,D29,(주)디엠케이,100
1025,6000061151,D2129,(주)용호산업,100
1039,6000060170,,LLC POLARIS_INN5047069247,361
1051,6000045116,G5020,MANDO AMERICA CORPORATION,450
1103,6000060636,,한국광달에너지 주식회사,100
1154,2450112356,G525,RADIOSHACK CORPORATION(RADIOSHACK/RADIO SHACK),450
1194,3100107071,D2894,굿와이어(주),100
1203,3100112554,,(주)금양시스템,100
1205,3100111700,,(주)엔비텍써키트,100
1209,3100112609,,강림교역(주),100
1211,3100113252,,성광텍스타일,100
1218,3100113350,,다이아미크론,100
1229,3100112943,,영농조합법인중부버섯배양소,100
1233,3100114103,D369,(주)케이티엘,100
1234,3100114378,,해리임펙스코퍼레이션,100
1237,3100114384,D17,(주)대도무역,100
1239,3100114135,,우리상회,100
1240,3100114136,,(주)프로브,100
1241,3100112804,D331,(주)엠아이에스,100
1246,3100114032,,(주)프리모엔터프라이즈,100
1251,3100111869,,(주)새턴오앤씨,100
1254,3100112163,,시스텍전자(주),100
1264,3100111982,,주노콜렉션,100
1281,3100113407,,성림Textile,100
1287,3100113455,D29,(주)지에프지,100
1291,3100114435,,(주)모아테크,100
1300,3100112175,,코아스틸,100
1302,3100112217,,금웅수산(주),100
1305,3100111985,,메디라인코리아,100
1309,3100111767,,해동테크,100
1312,3100113813,,에펠산업,100
1320,3100113467,D179,성심텍스타일,100
1324,3100114670,,(주)애드바이오텍,100
1335,3100114599,,한신인터내셔널,100
1336,3100112449,,한일글로브,100
1341,3100112230,,브릭스통상,100
1348,3100112044,D2811,(주)디제이에프,100
1350,3100112047,D154,(주)성환F&B,100
1353,3100113822,,주식회사 전영,100
1358,3100113868,,유티씨,100
1360,3100113041,,(주)영창금속,100
1366,3100112844,,삼애,100
1371,3100114070,,(주)우리지앤에스,100
1372,3100114071,,연성텍스타일,100
1373,3100114954,,오토솔루션,100
1391,3100112331,D179,(주)대륭,100
1399,3100113053,D1921,(주)팩크래프트,100
1404,3100112856,D369,(주)아이티엑스시큐리티,100
1409,3100114079,G518,(주)케이엠이,100
1411,3100114966,D17,써니직물,100
1414,3100114107,D2612,민트상사,100
1425,3100114883,,FINE SPINDLE,100
1427,3100111847,G527,앤시시,100
1433,3100111673,D181,다비모드(주),100
1441,3100112617,,(주)엔드테크,100
1452,3100112894,,세황전자,100
1461,3100114002,,(주)플로우맥스,100
1462,3100114003,,대한무역,100
1466,3100114049,,(주)유니벡,100
1475,3100111677,,우진테크,100
1484,3100111743,,(주)비젼뷰게이트,100
1485,3100111744,G5171,(주)에스앤에프유나이티드,100
1488,3100112624,,에스비위너스무역(주),100
1490,3100113525,D2933,경원특장(주),100
1491,3100113529,D179,(주)영진텍스모어,100
1500,3100113197,D3151,엔타임텍,100
1502,3100114356,D369,(주)케이엘텍,100
1505,3100114397,,(주)비엠코리아,100
1506,3100114400,,(주)대산티에스티,100
1512,3100114222,,에이치제이앤제이 무역상사,100
1515,3100114330,,(주)씨티전자,100
1519,3100112137,D3219,해피통상(주),100
1529,3100112007,,(주)아트플러스코리아,100
1531,3100111774,,진영섬유,100
1537,3100113832,,주식회사 에이티대육,100
1544,3100113473,,가나안무역,100
1553,3100114453,,(주)세양,100
1557,3100114499,D3219,(주)쿼드아이,100
1559,3100114278,,기성섬유,100
1560,3100114284,,한테크(주),100
1563,3100114605,D3152,(주)네오럭스,100
1571,3100112239,,(주)동보아이앤씨,100
1576,3100112248,,소연산업,100
1581,3100112292,D17,영동섬유(주),100
1582,3100112056,G5181,명진기계주식회사,100
1584,3100112064,D2933,창신인터내셔날(주),100
1585,3100113836,,(주)오스코나,100
1597,3100114973,,금강,100
1599,3100114730,G519,내일엔지니어링주식회사,100
1601,3100114732,,(주)뉴신흥,100
1605,3100114612,,일정텍스타일,100
1606,3100114614,,동성포장실업,100
1616,3100112524,,mtm max,100
1625,3100112301,,대덕섬유,100
1661,3100115750,,(주)엔시아이,100
1669,3100112497,,(주)고려상사,100
1672,3100112593,,(주)송경패브릭,100
1673,3100113242,,(주)그랜드크루리미티드,100
1675,3100113245,G51,주식회사원글로벌,100
1679,3100113017,D343,(주)부흥중공업,100
1695,3100110260,,(주)에이스레더,100
1716,3100116577,,일진산업(주),100
1719,3100118365,,마켄지인터내셔날(주),100
1726,3100115556,,(주)하이온일렉트로닉스,100
1732,3100117269,,윤성텍스타일,100
1733,3100117023,,대성텍스,100
1734,3100117326,,백상무역,100
1767,3100113113,D369,(주)서경,100
1775,3100112912,D2440,텍스모드,100
1781,3100112788,,정우C & C,100
1783,3100112790,D2732,(주)남양비비씨,100
1787,3100114813,,(주)코이나커뮤니케이션,100
1789,3100114867,,진명무역(주),100
1790,3100111512,,(주)제이월드,100
1792,3100110756,,보성직물,100
1795,3100110766,D17,대야퍼스텍(주),100
1796,3100110550,D179,(주)스타리무역,100
1798,3100111443,,이씨엠아시아아이티에스(주),100
1806,3100111798,,(주)동신와이지트레이딩,100
1815,3100110469,D2719,(주)유림이엔씨,100
1830,3100115568,,(주)청우금속,100
1833,3100115390,,튜너웍스코리아,100
1835,3100115146,,제이스텍스,100
1836,3100115147,,신한엔지니어링(주),100
1837,3100115432,,(주)대한패밀리,100
1839,3100115439,M7220,(주)한국액센,100
1843,3100116890,G519,성원화학,100
1846,2136103455,G525,21 ELEKTRONIK,136
1871,3100110183,G51,(주)신티에스,100
1880,3100110276,,(주)미성코포레이션,100
1886,3100110987,D1791,(주)숭원산업,100
1890,3100110850,D343,노전정밀,100
1891,3100110857,D32,(주)씨케이시스템,100
1901,3100110272,D2712,보람통산(주),100
1913,3100110771,,뉴테크케미칼(주),100
1917,3100110844,,아이엠티,100
1918,3100110604,,(주)신정정밀,100
1923,3100117511,,리치먼에셋,100
1925,3100117533,,성진씨앤티(주),100
1930,3100117624,,주식회사 동주실업,100
1933,3100117443,,진영정보통신(주),100
1934,3100117726,,KAPSS ENGINEERRING,100
1935,3100115841,,부광무역,100
1937,3100115625,G51,오케이텍스(주),100
1938,3100115881,,한라에스앤에프(주),100
1939,3100115884,D24,(주)코스켐,100
1946,3100116437,,(주)이즈텍,100
1947,3100117168,,(주)삼현텍스피아,100
1967,6000050604,G5147,KORG INC,140
1973,3100100236,D3230,주식회사 테라비젼,100
1974,6000050110,D3152,FENDER MUSICAL INSTRUMENTS CORPORATION,450
1978,3100110503,,썬코퍼레이션,100
1981,3100110290,,신우금속(주),100
1984,3100110336,,(주)월드굿웨이,100
1991,3100111084,,(주)서강전자,100
1997,3100110902,D2892,(주)이넥트론,100
2009,3100109362,G519,(주)서한상사,100
2010,3100109367,,엔알티 주식회사,100
2017,3100109413,,(주)성원이엔지,100
2025,3100111274,G5191,I.P.K CORP.,100
2028,3100117796,,불루세라믹(주),100
2029,3100117801,,용원섬유,100
2042,3100116239,,정진메탈,100
2044,3100118065,,(주)아이엔와이트레이딩,100
2050,3100115241,,(주)제이케이텍스,100
2054,3100117231,,필텍,100
2094,3100110346,G519,"(주) 제이스 멤버스<구,제이스 트레이딩>",100
2101,3100111536,G519,기산물산상사,100
2106,3100111133,D1791,(주)티케이알엔비(구-(주)대아임펙스),100
2109,3100111281,,(주)미래인더스트리즈,100
2112,3100111074,,지에스엠트레이딩,100
2115,3100111116,,(주)유창무역,100
2124,3100109840,M7449,아이씨에스(주),100
2129,3100109887,D32,(주)디지텍인터내셔날,100
2133,3100117025,,알루스창호시스템(주),100
2135,3100116549,D2529,(주)한국화성,100
2136,3100118333,,주식회사 상우유통,100
2139,3100117914,,(주)새한일랙트릭,100
2141,3100117958,D17,(주)참죤에이엔피,100
2142,3100117959,,세화산업사,100
2157,3100116852,,스카이,100
2158,3100116590,G519,쿡웰,100
2160,3100026110,D1710,(주)팻숀디비,100
2163,3100108026,D17,그린텍스(주),100
2164,3100112047,D154,(주)성환F&B,100
2167,3100112193,D3219,솔테크,100
2189,3100110969,D1799,dassis,100
2195,3100112407,,성진상사,100
2196,3100112408,,(주)쉬핑랜드,100
2200,3100109908,,(주)궁운,100
2201,3100109910,D29,아하엠텍(주),100
2203,3100109687,D300,(주)아이티웰,100
2204,3100109692,G518,(주) 대맥산업,100
2205,3100109741,D312,(주)화인엘텍,100
2207,3100109491,,케이엠씨트레이딩,100
2208,3100109786,,(주)젬스코리아,100
2217,3100109447,G51,(주)대진테크플러스,100
2219,3100111521,D244,아주실업,100
2222,3100111529,,(주)삼보엔지니어링,100
2223,3100111287,,(주)이디엘코리아,100
2226,3100111574,F4632,(주)신동디지텍,100
2246,3100115529,G501,(주)선진코퍼레이션,100
2253,3100115358,,(주)진영전자,100
2254,3100115626,,동그라미,100
2256,3100115401,,(주)팡세코퍼레이션,100
2258,3100115174,,(주)구일산업,100
2264,3100117295,,(주)비이엘 코퍼레이션,100
2269,3100112069,,경창산업,100
2281,3100112862,D3219,이엔테크놀러지(주),100
2285,3100114932,,J&J솔루션,100
2305,3100111415,,미도산업,100
2311,3100111199,D181,(주)해금텍스타일,100
2313,3100112661,D2529,명성화학공업(주),100
2315,3100111805,G5171,(주)줌텍스,100
2318,3100111385,,제이원텍스타일(주),100
2325,3100111221,D179,(주)이텍스 썬라이즈,100
2326,3100111222,,영주얼리(주),100
2338,3100109940,D369,(주)나노필름,100
2342,3100109724,D369,(주)호산,100
2343,3100117296,D17,(주)남승,100
2350,3100117537,,하나아이티엠(주),100
2351,3100117541,,상영로퍼스,100
2360,3100117469,,웰첨월드(주),100
2364,3100117477,,(주)그린공조,100
2368,3100115409,,(주)경동중공업,100
2372,3100114836,,(주)지디바이스,100
2376,3100111876,G5172,(주)크레스코코퍼레이션,100
2382,3100112574,,(주)흥아상공,100
2383,3100112580,D29,기연정밀,100
2395,3100113274,,우리텍(주),100
2396,3100112710,,대흥코퍼레이션,100
2402,3100110141,D3219,(주)엑스알플러스,100
2410,3100109967,D1791,(주)메이킷,100
2416,3100110060,D3699,금문산업(주),100
2418,3100110777,,예스글로벌(주),100
2419,3100111612,,영광무역,100
2421,3100111619,,(주)신화트래이딩,100
2429,3100111647,,장재호(소도무역),100
2431,3100111649,D2711,이케이(주),100
2445,3100111444,D2711,(주)하이코,100
2458,3100117549,,(주)경동피오에이,100
2460,3100117578,,(주)그랑프리어패럴,100
2468,3100115689,,(주)동성에너텍,100
2470,3100116247,,주식회사 케이엔케이코퍼,100
2481,3100113036,,(주)태영기계,100
2486,3100112872,D323,(주)아리엘코퍼레이션,100
2495,3100114151,,(주)인성기전,100
2497,3100114999,,S.G.TRADING CO.,100
2500,3100113957,D1929,인덕물산,100
2504,3100111421,,세계일렉트로닉스(주),100
2510,3100111466,G5171,중앙어페럴,100
2512,3100111473,,제이투 텍스타일(주),100
2526,3100110068,D2936,(주)에이이티,100
2533,3100111237,,(주)지현,100
2535,3100112698,,리치테크,100
2553,3100110714,,(주)에프엠텍스코리아,100
2556,3100115258,G5241,이모션모드주식회사,100
2563,3100115964,,(주)태산에프앤씨,100
2564,3100116994,,(주)우림,100
2565,3100116508,,(주)캡스톤엔지니어링,100
2567,3100116554,,명가필텍스,100
2573,3100118087,,(주)비코켐,100
2576,3100117925,,동해스틸,100
2598,3100111723,,세아텍스타일,100
2600,3100112641,D3511,명성이엔지,100
2610,3100110998,,(주)실로스트레치,100
2615,3100110581,,엠엔피솔루텍(주),100
2616,3100110589,G519,푸른광학(주),100
2618,3100110591,D244,(주)다이스웰,100
2619,3100111477,D343,용성전장주식회사,100
2624,3100112079,,가보농산,100
2626,3100112084,D2939,(주)창신금형,100
2632,3100110971,,(주)글로벌써키트,100
2633,3100110974,D29,(주)세원피엠텍,100
2637,3100111658,D29,우레아텍,100
2642,3100111456,G51,(주)트라존,100
2651,3100118467,G519,피아이에스코리아,100
2652,3100118470,,(주)하이스원,100
2666,3100115310,,(주)성진티앤드에프,100
2678,3100118140,,(주)유나,100
2681,3100118286,,주식회사제이엠크로스,100
2685,3100113344,,신호산업사,100
2686,3100113381,,대산산업,100
2695,3100113205,,(주)풍남반도체테크,100
2702,3100114233,,세정인터내셔날,100
2707,3100113992,G5171,동성코퍼,100
2710,3100112150,,(주)태양식품,100
2716,3100110521,D3219,(주)수성전자,100
2723,3100110306,,(주)화신,100
2724,3100110307,D293,(주)케이티엠,100
2729,3100110358,D3219,(주)피제이엘씨디(구.(주)풍진케미칼),100
2731,3100111259,,에스아이(주),100
2736,6000056629,G51,신화와미래 주식회사,100
2765,3100115315,,(주)패브릭존인터내셔날,100
2766,3100115317,,J&R 텍스타일,100
2770,3100115362,,(주)매직세이브코리아,100
2774,3100115155,,(주)세아텍스타일,100
2779,3100117050,,서광섬유,100
2780,3100117095,D1910,주식회사 다우레텍,100
2785,3100118312,,에이스하임(주),100
2790,3100118241,,(주) 와이드디앤디,100
2791,3100118242,,성빈FA,100
2793,3100111923,D2415,(주)세림에프앤비,100
2794,3100111698,G51,(주)코리아월드트래드,100
2797,3100113547,D181,(주)신진퍼시픽,100
2807,3100113217,,(주)성우이앤엘,100
2809,3100114643,,(주)에스지,100
2810,3100114644,G5263,(주)크라디아,100
2813,3100114426,D343,(주)지투알토란,100
2824,3100110871,D1512,아멕스주식회사,100
2827,3100110920,D3699,주식회사 코인즈,100
2835,3100109821,D2713,(주)영흥산업,100
2838,3100109397,,희성산업,100
2842,3100109498,,(주)룩스,100
2896,2121110248,D3219,LG INNOTEK YANTAI CO LTD,121
2922,3100112258,,(주)나할,100
2925,3100112023,,골드론월드와이드(주),100
2926,3100111555,,태건인터내셔날(주),100
2927,3100111307,,(주)쏠리스,100
2932,3100111364,,범양교역,100
2934,3100111153,,코리아나민트레이딩,100
2944,3100109653,,우리전선(주),100
3004,3100112024,,(주)광진무역,100
3018,3100113652,,(주)하이탑,100
3019,3100113449,,(주)큐퍼스트테크놀로지,100
3021,3100113495,D1740,(주)성창염직,100
3025,3100114652,,(주)부산씨푸드,100
3031,3100111322,,(주)이세텍스,100
3037,3100111368,D179,(주)준하패브릭,100
3041,3100111159,D3691,(주)신광,100
3048,3100111204,,(주)인테트라,100
3069,3100117830,,대경기업,100
3070,3100117609,,(주)인트로셀,100
3071,3100117460,,(주)유덕산업,100
3073,3100117493,,(주)블루텍스타일,100
3104,6000060636,G,한국광달에너지 주식회사,100
3120,3100112215,,(주)머스타드씨드테크놀로지,100
3121,3100112488,,(주)댁스,100
3122,3100112491,D2891,옥광금속(주),100
3124,3100112267,D343,뎀코리아(주),100
3131,3100112314,,유림,100
3135,3100110107,D181,유니트아이엔씨주식회사,100
3137,3100109927,D3219,(주)레이스전자,100
3142,3100109757,D3230,(주)인텍디지탈,100
3143,3100110025,,(주)쎄미랜드,100
3160,3100116662,D343,코리아디엠주식회사,100
3167,3100117155,,운경섬유,100
3170,3100117158,,(주)유청어드밴스,100
3175,3100117884,,진형섬유,100
3178,3100117669,,(주)유비트,100
3180,3100117725,,(주)다이랑,100
3182,3100117764,,원진조선,100
3184,3100117771,,TEXTOP,100
3185,3100117773,,(주)에스와이티앤씨,100
3191,2450116326,G5141,FABRICS R US INC (DBA FABRIC EXPRESS),450
3217,3100112981,D2936,(주)엔알티,100
3219,3100113006,,권택은(니트스토리),100
3220,3100113011,R9221,와이에스트레이딩(주),100
3228,3100112830,,혜진전자,100
3229,3100112831,,(주)티비젼,100
3233,3100114949,,정진상사,100
3239,3100114754,D191,(주)현양,100
3240,3100114761,D29,(주)옥텍,100
3241,3100114531,,탑클리어,100
3244,3100111380,D2932,몰드피아코리아(주),100
3252,3100111438,G519,대성무역(주),100
3256,3100111480,,F&I INTERNATIONAL COMPANY,100
3258,3100111483,,(주)디에이치이,100
3260,3100111487,,에스엠아이테크날리지,100
3262,3100111789,G527,진성패브릭,100
3264,3100111794,,(주)정인텍스타일,100
3279,3100116971,D2521,케이넷(주),100
3281,3100116480,,(주)대양엔지니어링,100
3285,3100117994,,제이티케미칼,100
3288,3100117355,G519,(주)시마고상사,100
3291,3100115098,,(주)한미프렉시블,100
3294,3100115983,,(주)영신금속,100
3318,6000043160,D2529,TIHSA EM S A DE C V,550
3325,6000007185,D2432,TEKNOS OY ,320
3326,6000012617,C1022,AXESS TECHNOLOGY AS,350
3368,2450118317,G5189,SIERRA SCIENTIFIC INC(VALUE TEK),450
3374,2450120224,G5199,TAISIN AMERICA INC ,450
3390,2550100110,D3412,VOLKSWAGEN DE MEXICO S A DE C V,550
3397,6000064150,,세중자원,100
3400,2552100057,G501,CENTRAL PARK BUSINESS AND ENTERTAINMENT S A(CENTRAL PARK SA),552
3493,2450118080,G5149,MELROSE TEXTILE INC,450
3530,6000010112,D369,TUF FOAM U LTD,687
3567,6000044238,D1549,(주)피앤비,100
3615,2450110086,G5199,WISE SYSTEMS INC ,450
3753,3100117442,D2939,대명산업(주),100
3760,2511102941,D2711,ACO CEARENSE INDUSTRIAL LTDA,511
3771,6000061151,D2129,(주)용호산업,100
3810,2550101116,G5020,IMPORTADORA URANGA S A  DE C V,550
3828,6000027107,G5189,J H FAGAN COMPANY ,450
3831,6000027105,G5252,LACKS STORES INC,450
3851,6000064159,,"TOKAN KOGYO CO., LTD",140
3888,2550101247,D3319,DAEWOO ELECTRONICS HOME APPLIANCE DE MEXICO S A DE C V,550
3892,2355101747,D369,TORCIDOS SINTETICOS S L(SINTETIC),355
3901,2321102317,D3430,VALEO SYSTEMES D ESSUYAGE ,321
3921,2450120866,G5020,TOTAL PARTS INT LLC,450
4007,2450116326,G5141,FABRICS R US INC (DBA FABRIC EXPRESS),450
4016,2450108502,G5199,PROAM ENTERPRISE INC(CLOVER ELECTRONICS)               ,450
4134,3100012386,D343,(주)동영산업,100
4138,3100010325,D2631,동양메이저(주),100
4161,6000015111,G501,BEARINGS CITY LIMITED LIABILITY COMPANY,306
4239,3100026084,G519,(주)바이슨통상,100
4321,6000050110,D3152,FENDER MUSICAL INSTRUMENTS CORPORATION,450
4322,6000049625,,MAPNA GROUP,220
4348,6000053130,G51,H AND H CO LTD (HUMAN AND HEALTH CO LTD),154
4404,2550102102,D193,GUANTES INTERNACIONALES S A DE C V,550
4419,2450120981,G5289,ACT II JEWELRY LLC(LIA SOPHIA) ,450
4431,3100114053,D2719,제이케이이엔지(주),100
4434,3100110634,D154,(주)김가고려인삼,100
4437,3100112386,D3694,하나모형,100
4451,6000036665,G519,KOZLINE PTY LTD,701
4460,6000027123,G518,IMAGING SOLUTIONS AUSTRALASIA PTY LTD,701
4515,2355101455,D179,F FLOTATS S A,355
4557,6000029635,G5269,FRYS ELECTRONICS INC,450
4614,2618100815,D2415,EL ALLAMIA FOR PLASTICISERS AND SOLVENTS (EPS / INTERNATIONAL SOLVENTS AND DAFTRNERS / EL ALLAMIA INTERNATIONAL FOR SOLVENTS AND DAFTENERS),618
4636,6000064157,,(주)프로그레시브풀,100
4660,6000036638,G51,GHADIR CO LTD,220
4699,2356100046,D242,AKCIONARSKO DRUSTVO GALENIKA ZA PROIZVODNJU LEKOVA DENTALA ANTIBIOTIKA FARMACEUTSKIH SIROVINA PARAFARMACEUTIKE VETERINARSKIH PROIZVODA I ADITIVA,356
4722,2255101151,G51,JAMAL AL JASSIM ELECTRONICS ESTABLISHMENT (PC NET / JAMAL AL JASIM ELECTRONICS EST / JAMAL AL JASSIM ELECTRONICS ESTABLISHMENT),255
4735,2320100209,G5172,ASPOKEM OY ,320
4833,2315100559,D181,VF EUROPE BVBA,315
4845,2503100600,D1720,SOLTEX S A I C Y A,503
4928,2450122258,G5211,BON TON STORES INC THE,450
4947,2357100730,G5159,THE BLUE SHIFT AB,357
4962,2325103622,D322,SRI RADIO SYSTEMS GMBH,325
4968,6000060117,D2711,TUBERFIL INDUSTRIA E COMERCIO DE TUBOS LTDA,511
4982,3100117477,,(주)그린공조,100
4983,3100115964,G,(주)태산에프앤씨,100
5007,3100113530,D2899,서진산업,100
5012,3100111199,D181,(주)해금텍스타일,100
5040,6000066169,D32,(주)휴먼씨큐리티,100
5046,3100000666,D1710,(주)효성,100
5051,3100010325,D,동양메이저(주),100
5052,3100020214,D369,(주)삼보,100
5055,3100027145,D181,지지무역주식회사,100
5149,3100113467,D179,성심텍스타일,100
5151,3100111083,G5160,(주)이녹스,100
5158,3100104870,D334,(주)현대포토닉스,100
5173,2505100010,G502,MAGAAN AUTOPARTS N V(UNIVERSAL ENTERPRISES),505
5180,6000068638,D2719,서흥철강 주식회사,100
5188,2120102057,G5131,RICH GOING INTERNATIONAL CORP,120
5192,2450113680,G519,ASI COMPUTER TECHNOLOGIES INC(A S I),450
5194,2120101800,G5131,DIING NONG ENTERPRISE CO LTD,120
5242,6000068140,,APPLESEED'S,450
5245,6000068138,,THE LIMITED,450
5312,2503102370,D3199,SIMICRO S A,503
5422,6000060138,G5172,BELSUL INDUSTRIA E COMERCIO DE MATERIAS PRIMAS LTDA(BELSUL),511
5443,3100023774,G5172,(주)제씨상사,100
5444,3100020945,G5199,(주)제이에스씨,100
5447,3100013160,D322,(주)열림기술,100
5651,2314100182,G519,ROLLMAX OOD,314
5669,2135104188,D369,AKSH OPTIFIBRE LIMITED,135
5676,2630100092,D3612,RAI PLYWOODS KENYA LIMITED (RAIPLY / RAI PLYWOODS K LIMITED / RAIPLYWOODS K LTD),630
5707,3100026084,G519,(주)바이슨통상,100
5715,3100112007,D179,(주)아트플러스코리아,100
5736,2360102999,D179,YORKSHIRE FUR FABRICS LIMITED,360
5739,2511103927,G5020,JAPURA PNEUS LTDA(JAPURA PNEUS),511
5743,6000065619,,(주)광일,100
5749,6000065607,D3412,주식회사 퓨텍,100
5759,2135100689,D2951,VIDEOCON INDUSTRIES LIMITED,135
5771,2580100773,G502,REPRESENTACIONES VENKOR C A,580
5800,6000066117,,RICHMOND CHEMICAL CORPORATION,450
5822,3100105433,D3699,이비디앤씨(주),100
5823,3100104225,D29,에이치테크(주),100
5824,3100101586,G51,뉴원트레이딩,100
5825,3100102680,G519,(주)켐랜드,100
5840,6000060170,G519,POLARIS LTD,361
5852,6000048632,G519,EUN HAO PACKAGING INDUSTRIAL COMPANY,130
5854,3100004649,G51,(주)리오인더스트리,100
5858,3100022615,G519,(주)비디케이,100
5860,3100010325,F,동양메이저(주) 건설,100
5866,3100025659,D17,(주)티엘,100
5877,6000068299,,FIRST PHILEC SOLAR CORPORATION,165
5888,2325101675,G519,HANYANG YUTONG INH MIN HO SONG,325
5917,2355101235,D252,IBERICA DE ESTRATIFICADOS S L(IBERTI),355
5943,6000045622,D1799,TEJIDOS PINTEX SA,525
5952,3100101149,D29,캐스텍(주),100
5954,3100100104,D17,(주)다운나라,100
5964,3100109276,D3319,(주)무한기업,100
5968,3100110916,G5189,(주)아이엠에스,100
5974,3100103468,D3611,(주)우림,100
5987,6000068361,D,에이피씨,100
6021,6000066146,,MICE ELECTRONICS LIMITED,135
6027,6000066110,,K NINETYSIX INC,450
6034,3100116103,D3319,(주)에스덴티,100
6035,3100115951,G51,주식회사 링크브릿지,100
6094,3100000014,G5191,(주)쌍용,100
6099,3100010498,D181,명성직물(주),100
6100,3100100162,D243,종근당바이오(주),100
6101,3100011321,D1930,(주)한국바레트상사,100
6103,3100101249,D312,(주)재은전자,100
6104,6000050124,D29,MARSHALL AMPLIFICATION PLC,360
6111,3100106996,D2915,우성하이테크(주),100
6117,2136101030,D3130,PT TERANG KITA (TRANKA KABEL),136
6127,2450100996,G5172,SAMSUNG AMERICA INC,450
6134,2275101518,G5263,KONT BILISIM TEKNOLOJILERI VE DIS TICARET A S,275
6172,6000068227,,"DALIAN BEILIANG GROUP CO.,LTD",121
6173,6000068234,D2891,(주)동양E&C,100
6216,6000068301,,"PNEUMAIS-COMERCIO SERVICO PNEUS, LD",352
6234,6000064159,D369,TOKAN KOGYO CO LTD,140
6254,6000066169,D32,(주)휴먼씨큐리티,100
6264,3100021640,D300,(주)아트닉스,100
6270,6000068267,,"SHIMOTORIKURAFUTO, YK",140
6314,3100117933,D154,주식회사대한무역상사,100
6331,3100116115,G5141,(주) 도스문도,100
6343,3100021685,D2222,(주)타라 티. 피. 에스,100
6347,3100010024,R9221,WIL CORPORATION,100
6364,3100107110,D3412,타타대우상용차,100
6375,6000060119,D2712,JURESA INDUSTRIAL DE FERRO LTDA,511
6421,2355100749,G5189,INDUSTRIAS DE OPTICA SA(INDO),355
6452,3100112193,D3219,솔테크,100
6453,3100112483,D32,(주)월드테크,100
6458,3100110920,D2939,주식회사 코인즈,100
6495,6000068286,,세계로,100
6539,6000066117,Q8823,RICHMOND CHEMICAL CORPORATION,450
6544,2120102471,G5131,WHOLE GREEN TRADING CO LTD,120
6559,6000066189,,HYUNDAI CONSTRUCTION EQUIPMENT MAROC,645
6561,6000042121,G51,피터솔씨푸드,100
6581,6000068287,D2522,(주)금오하이텍,100
6585,2151101680,D369,ONKYO ASIA ELECTRONICS SDN BHD,151
6613,2332100541,G5189,RITAR SPA(RITAR ELETTRONICA),332
6648,2135102290,D369,PSL LIMITED(PSL),135
6694,3100005877,G5160,(주)로드인터내셔날,100
6695,3100000849,F45,현대건설(주),100
