,대상자번호,업종코드,대상자코드
3701617,6000746795,46742,255
3701743,6000272996,46799,558
3701828,6000225153,46599,230
3702159,6000151739,14192,450
3702195,6000707043,95399,517
3702625,6000730436,46532,410
3702745,6000472643,47416,450
3702943,2321101364,46742,321
3703063,6000696135,30399,121
3703198,6000741249,95121,511
3703289,2135101715,49211,135
3703349,6000686546,42201,121
3703571,2450105144,28909,450
3703797,6000718690,46799,627
3704054,6000704200,52991,121
3704241,6000395185,47416,355
3704460,6000162804,20501,511
3704544,6000725319,52991,176
3704915,6000711661,46800,136
3705179,2618100473,28519,618
3705294,6000722293,46533,165
3705327,6000538921,46539,450
3705380,2135100978,24191,135
3705445,6000718260,46799,687
3705529,6000194453,46332,351
3705551,6000527912,45301,516
3705774,6000682071,46599,255
3705986,6000747407,46452,527
3706474,2180102996,46521,180
3706742,6000717769,46739,651
3707039,6000377859,46699,255
3707126,2220101088,30399,220
3707257,6000744777,1110,181
3707272,6000748257,46413,130
3707360,6000559460,45211,450
3707632,2321101307,27310,321
3707679,6000679578,22199,151
3707681,6000682077,46443,180
3708073,2275102283,46742,275
3708166,6000724249,25933,332
3708302,6000686546,46599,121
3708412,6000703143,46733,121
3708421,6000706683,71310,516
3708634,6000194956,28909,121
3708710,2360100391,46493,360
3708880,6000693136,46733,550
3709475,6000532478,30201,552
3709639,6000727290,29120,450
3709657,2450120440,46594,450
3710061,6000747309,22291,511
3710782,6000713224,25991,135
3711343,2255100503,24132,255
3711807,6000696120,28901,450
3711998,6000503034,46739,687
3712372,2325102680,22299,325
3712430,6000716654,69310,180
3712442,6000717795,61220,516
3714034,2255101409,46739,255
3714241,6000300718,30399,135
3714268,2511104275,47320,511
3714351,6000639099,46539,327
3714356,6000640608,26299,121
3714411,6000739336,46521,560
3714467,2701102700,46533,701
3714586,2511104266,13310,511
3714636,6000613116,47859,450
3715030,6000702741,46594,627
3715031,6000702694,25121,450
3715453,2511104353,24191,511
3715537,6000563955,46799,135
3715548,6000400127,25119,352
3716773,6000715814,20432,351
3716905,6000748780,25941,220
3717031,6000748752,46331,323
3718018,6000543965,29241,602
3718068,6000713720,46521,657
3718295,6000726243,42201,517
3718693,2701102409,46319,701
3718918,6000512965,22299,525
3718930,6000639541,41210,154
3719703,6000715709,46491,140
3719943,6000555082,42311,358
3720259,6000272614,20201,560
3720584,6000243749,46599,180
3720606,6000712862,47190,450
3721171,6000450811,13221,657
3721242,6000429941,30399,355
3721350,2450121186,14191,450
3721373,6000748275,46533,630
3721633,6000755814,26299,325
3721803,6000724249,25932,332
3721914,2130102467,46594,130
3721921,2135100978,26299,135
3722619,2121101842,46799,121
3722744,6000750242,26299,140
3722768,6000749823,22221,176
3722873,6000752745,45219,520
3722889,2280101449,46599,280
3723153,6000424202,24229,121
3723248,6000653052,46799,657
3723494,6000447249,46329,360
3723556,2552100016,45120,552
3723990,6000317205,28909,121
3724006,6000312515,45110,220
3724113,2517101239,30320,517
3724128,6000693164,46742,321
3724318,6000752276,22211,690
3724492,6000567007,75999,360
3724536,6000755335,46322,121
3724576,6000642108,46442,557
3724676,6000688538,25999,135
3724769,6000707093,25112,701
3724869,6000328234,71531,255
3724900,6000697556,71531,627
3725021,6000562081,45219,333
3725083,2240100239,46599,240
3725387,6000724257,25119,352
3725869,6000512366,46742,450
3725938,6000756769,21210,367
3726304,6000699051,14192,550
3726508,2136102563,22299,136
3726837,6000472222,20501,176
3727406,6000688542,95310,361
3728192,6000276722,22240,136
3728327,6000723308,26429,121
3728439,6000754268,26299,151
3728509,6000512361,46539,450
3728960,6000579907,46103,230
3729254,6000465049,27199,315
3730095,6000440215,30320,450
3730216,6000753914,46800,333
3730253,6000754816,28302,353
3730564,6000717760,46510,516
3731119,6000578645,46799,280
3731381,6000395394,29299,358
3731461,6000756792,46739,680
3731704,6000202000,16229,280
3732011,6000720237,68221,450
3732088,6000699577,14300,511
3732183,6000731035,46109,121
3732253,6000735961,46413,349
3732270,6000736753,30320,525
3732679,6000171063,46721,366
3732739,6000747304,46441,321
3732778,6000691571,46800,361
3733407,6000196698,46433,255
3733834,6000719852,46599,321
3734148,2602100112,46521,602
3734665,6000757306,29241,135
3735110,6000706036,10619,517
3735213,6000723298,23232,255
3735345,6000735788,46533,450
3735351,6000735944,63120,275
3735497,6000746346,46413,130
3735783,6000752267,46313,140
3735814,6000649116,75999,450
3735921,2140104219,29180,140
3736088,2410101611,27216,410
3736156,6000153298,33309,701
3736639,6000722676,46599,602
3737007,6000723240,47520,511
3738436,6000723771,45219,255
3739005,6000747386,42209,450
3739027,6000285139,46733,135
3739610,6000243750,26299,180
3739826,6000395106,30201,117
3739966,6000465886,24229,121
3741131,6000730435,46721,318
3741388,6000615630,46742,351
3741437,6000468791,46499,121
3742599,6000736855,58221,140
3742830,2525100505,45211,525
3744515,2349101140,52991,349
3744536,6000563485,22299,657
3746095,6000720270,46432,121
3746625,6000690054,47520,410
3747172,6000706673,95121,602
3747224,6000708665,46532,351
3747679,6000680575,26429,701
3750219,6000328884,47416,450
3751754,6000371444,46521,602
3751887,6000206969,46329,701
3752301,6000137798,27401,130
3755050,6000710113,28909,121
3755438,6000713241,13999,657
3755600,6000730867,46739,630
3756013,6000693082,46413,450
3756925,6000474322,22231,558
3759682,6000563962,20302,255
3762255,6000691580,46532,165
3763500,2358100573,28423,358
3766521,2450110569,46413,450
3767826,6000725357,46799,701
3767927,6000713713,30201,530
3768192,6000371492,24199,558
3768699,6000559538,46739,687
3769718,6000636433,26422,121
3771043,6000577959,38301,121
3771325,6000699085,46742,450
3772053,6000734245,46522,176
3773338,2552100032,45120,552
3773363,6000733314,45219,511
3774304,6000507634,71310,140
3774579,6000225467,22232,630
3774910,6000424768,46322,525
3776172,3100000071,46800,100
3776352,6000421692,26299,176
3778233,2275102283,13229,275
3778661,6000100716,46533,176
3778798,2280101394,46599,280
3781584,6000189844,45211,550
3784469,2230100269,95119,230
3785193,6000753814,46721,325
3785584,6000750327,71531,367
3787413,2517101014,47320,517
3787602,6000713204,26120,120
3789674,6000753934,46594,450
3789733,6000756253,45211,410
3790063,6000554035,26219,121
3790458,6000507634,46443,140
3790572,6000730435,46722,318
3791542,6000701537,14192,511
3791869,6000395106,45110,117
3793312,6000767288,75999,360
3794833,6000761780,28201,121
3796289,6000178281,45219,220
3798081,6000769924,95122,361
3799823,6000133224,69310,657
3805040,6000768838,46599,220
3806757,2560100173,46733,560
3806777,6000771772,13310,517
3806811,2450117382,46413,450
3808462,6000129183,47416,450
3812747,6000764313,28111,121
3815471,6000769764,46539,255
3816092,2502100019,45110,502
3816299,6000767785,47419,517
3818070,6000768829,46599,317
3818074,6000764276,95123,511
3821861,6000762777,46319,450
3823896,6000772269,47190,550
3825306,6000767752,35120,552
3825606,6000234725,45110,360
3827039,6000758789,46532,176
3827359,6000770361,46313,525
3835816,2550102986,14192,550
3838361,2701100703,29241,701
3841885,6000598117,14112,321
3844945,6000146718,24132,135
3851699,2351101006,46621,351
3854424,6000480283,46594,130
3857615,6000766338,45219,351
3860437,6000770754,26299,121
3863108,2280101355,29176,280
3872718,6000764284,46594,136
3889028,6000776798,46592,511
3893353,6000508158,46493,121
3895032,6000291178,47214,140
3905740,6000191878,52991,136
3908357,6000773827,25934,121
3914829,6000777251,33920,550
3916577,6000364896,71520,130
3916705,6000605009,46799,691
3917191,6000622195,26429,550
3917211,6000694565,73303,450
3926265,6000371907,46733,516
3926397,6000776289,46594,165
3929072,6000110699,13213,525
3984257,6000773260,46451,140
3994543,2630100221,46699,630
4001776,2450122423,47412,450
4019037,6000779311,46621,580
4019142,6000793260,46329,140
4019162,6000797825,46739,135
4019417,2316100077,45219,316
4019419,6000168784,75999,340
4019747,6000196589,46331,341
4020717,6000793764,17901,450
4020725,6000795311,46611,280
4021059,6000802245,46599,350
4022193,6000796325,46800,171
4022589,2325103622,28909,325
4022679,2360102576,13409,360
4022762,6000778754,47320,450
4023764,6000797303,45219,275
4023824,6000796817,47411,450
4025606,2519100033,35120,519
4025691,6000342082,47519,140
4025824,6000567435,69310,255
4025880,2255101610,41222,255
4026816,6000313133,46621,450
4027095,2511104220,17902,511
4027240,6000819319,46444,332
4027248,6000827351,75999,360
4027445,6000826795,24199,135
4028791,6000819319,46800,332
4029827,6000793765,47599,361
4030151,6000809768,18119,701
4030196,6000807824,47320,511
4030407,6000156461,30399,355
4030414,6000779242,45219,520
4031586,6000325109,46594,450
4032100,6000371907,20501,516
4032978,6000642108,46592,557
4033176,6000169578,46522,275
4033294,6000811744,46742,321
4033502,2180101824,46521,180
4034361,6000778810,46499,570
4034535,6000802770,23212,345
4034952,6000814254,46319,130
4035067,6000208567,52999,130
4036365,6000817761,46311,120
4036426,6000725357,46329,701
4036756,6000828759,72129,121
4036868,6000169062,46510,311
4037816,6000804288,47190,176
4038095,6000831365,45219,361
4038205,6000273621,47312,165
4038397,2550100110,30201,550
4039344,6000813763,95121,511
4040901,6000626419,46799,255
4040959,6000822252,46521,275
4041088,6000244965,17229,516
4041153,6000509553,24121,550
4041337,6000321599,72121,355
4041353,6000375133,46521,280
4042125,6000780294,72129,135
4042404,6000209464,17221,450
4042549,6000412716,46499,520
4043468,6000806248,42311,136
4043682,6000327160,42311,165
4045661,6000715814,10619,351
4046200,6000799818,46691,135
4046471,6000804853,23329,361
4046649,6000822320,20493,355
4046789,2332102038,46742,332
4048169,6000645535,46413,317
4048238,6000475756,22299,360
4048588,6000796335,46461,220
4048701,6000826837,46799,701
4048762,6000811770,46611,361
4048814,2120102623,46311,120
4049461,6000157040,45219,351
4049969,2360103246,46539,360
4050258,6000810281,46109,121
4050270,6000799289,20493,527
4050680,6000196542,46539,360
4051776,6000805331,47823,450
4052578,6000809244,22299,517
4053070,6000787283,46522,275
4054758,6000827332,24123,180
4055611,6000482768,41129,651
4057127,6000802306,46419,510
4058765,6000806298,45219,235
4058788,6000387993,27329,657
4058876,6000810742,17902,511
4058935,2230100132,46532,230
4059008,6000152651,46800,511
4060360,6000807810,46413,450
4061970,6000799289,46799,527
4062765,6000817775,42311,511
4062767,6000817776,95121,511
4063679,6000819306,21210,275
4064196,6000463342,24123,136
4064980,2450119672,29242,450
4066253,6000791792,13921,450
4066665,6000362896,72129,280
4066869,6000822769,46739,450
4068462,6000648626,29133,223
4068469,6000723308,26422,121
4068551,6000359058,46521,275
4071200,6000637440,41122,136
4071298,6000824810,46621,356
4071366,2360102999,13229,360
4071948,6000783290,42201,511
4071950,6000781750,47591,511
4072864,6000830772,46799,701
4072954,6000828411,22299,176
4073112,6000566917,25933,332
4073513,2255101101,41222,255
4073554,2450117502,30320,450
4073624,2180102667,46599,180
4074205,6000183991,28119,325
4074362,6000829778,23311,602
4074455,6000831366,46521,353
4074920,6000779346,41111,353
4075307,6000786271,95399,517
4075846,6000045116,30320,450
4076183,6000214474,47419,360
4076281,6000711193,47859,321
4076430,6000780300,45219,220
4077094,6000053130,46799,154
4077429,2701102023,47513,701
4077822,6000398722,46539,638
4077982,6000787325,46800,154
4079488,6000424768,3112,525
4080400,6000831347,45219,557
4080402,6000831350,46594,562
4080844,2332101895,23992,332
4081313,6000608107,47631,450
4081805,2361101524,23199,361
4083783,6000831847,20201,220
4083797,6000835825,71520,321
4085300,6000606835,46329,701
4085385,6000831773,46739,176
4085693,2140105106,30399,140
4086665,6000316777,24122,351
4088045,6000828411,46733,176
4088143,6000836323,58119,255
4088634,6000781245,46533,145
4089894,6000787287,25941,220
4089897,6000373667,29210,121
4089903,6000787286,25941,220
4090245,2450115056,20302,450
4091051,6000830744,84113,525
4091662,6000615235,13221,360
4101179,6000796779,47320,275
4103047,6000802770,25994,345
4104705,6000802247,46594,321
4119718,6000390484,45220,691
4119905,2255101130,46699,255
4119906,2325103200,46103,325
4120170,6000230445,13223,275
4120303,2701102659,46329,701
4120325,6000327584,46539,701
4120856,2121108949,29195,121
4120915,2360100391,46800,360
4121008,6000838784,46531,321
4121052,6000892889,17129,121
4121748,2525100548,45219,525
4121776,2657100971,13229,657
4121893,6000881018,10129,176
4122028,2552100016,45301,552
4122378,6000877167,50203,171
4122411,6000893946,45219,602
4122485,6000888412,46521,410
4122874,2280101624,25122,280
4122918,6000868384,47320,180
4122945,6000863941,46499,325
4123069,6000576445,24121,176
4123125,6000399788,46329,176
4123145,2135104631,26221,135
4123311,2321102317,30392,321
4123765,6000898412,45219,367
4123841,6000901373,30399,550
4123848,6000901580,45219,525
4124204,6000450239,42311,140
4124386,6000868410,71531,325
4124409,6000722676,46799,602
4124532,6000446831,46592,516
4124616,6000155232,46599,120
4124872,6000889391,29172,220
4124880,6000884882,47320,511
4126269,6000880483,91113,450
4126315,6000893954,29171,511
4126963,6000877254,46712,550
4127147,6000827351,18119,360
4127335,6000860443,46621,410
4127581,6000854929,47320,360
4127640,6000882452,46800,361
4127705,6000891433,10619,135
4127745,6000899426,46741,358
4127812,6000889417,46444,121
4127923,6000870897,47416,450
4128568,2136103280,42139,136
4128584,6000856910,41223,550
4128631,6000445738,25119,517
4128804,6000239571,46443,275
4129158,6000896918,47416,321
4129182,2450119683,26120,450
4129327,6000606835,46329,701
4129357,6000877167,50203,171
4129418,6000312515,30320,220
4129427,6000381963,45120,518
4129483,6000379034,30399,121
4129578,6000321508,46594,171
4129620,6000901710,47416,450
4129829,6000850455,26529,121
4129870,2511104577,26310,511
4129897,2511103752,46621,511
4130052,2220100952,30399,220
4130055,2121109379,30121,121
4130125,6000392862,45110,520
4130134,6000424202,24229,121
4130270,2255101522,46521,255
4130363,6000889417,46444,121
4130371,6000883884,46800,280
4130479,6000464381,26519,701
4130512,2275102438,22223,275
4130516,6000863941,46499,325
4130617,2180102273,10713,180
4130713,6000889391,29172,220
4130730,6000882379,46594,121
4130762,6000487830,22232,558
4130801,2552100032,45219,552
4130824,6000894089,46331,140
4130902,6000395106,30201,117
4131132,6000191868,46599,517
4131180,6000564903,47419,450
4131270,6000314486,47121,701
4131499,2240100239,46599,240
4131849,6000880442,47419,255
4131902,6000526927,46692,151
4132033,2175100559,25112,175
4132254,2360100391,46800,360
4132270,3100000516,29119,100
4132326,6000901373,30399,550
4132823,6000279224,32012,255
4132978,6000289630,25913,135
4133133,6000836272,46329,627
4133183,2332100399,45219,332
4133186,6000070676,45219,525
4133262,6000375133,46521,280
4133412,6000889979,46419,135
4133438,6000318671,46712,171
4133458,6000892923,22250,136
4133691,6000559904,46594,171
4133756,2328100553,11209,328
4133759,2360103569,46721,360
4133785,2503102298,20302,503
4133838,6000203503,46594,550
4133952,6000888412,46521,410
4134056,6000440193,42311,140
4134164,2651100789,45110,651
4134219,2657100971,13229,657
4134272,6000243749,46599,180
4134318,6000612502,46739,275
4134327,6000730436,46532,410
4134410,2616100065,45219,616
4134544,6000844942,62090,220
4134897,6000036638,26299,220
4135079,6000893946,45219,602
4135159,6000394240,14191,450
4135167,6000462544,46594,130
4135215,6000748752,46331,323
4135223,6000746346,46413,130
4135434,6000710113,28909,121
4135508,6000458768,22232,550
4135510,6000429941,30399,355
4135683,6000267615,22299,327
4135700,6000861496,45219,525
4135847,6000049625,71520,220
4136633,6000748780,25941,220
4137054,6000842936,46799,235
4137075,6000421692,15129,176
4137085,6000447735,47416,450
4137283,6000425190,46791,275
4137332,6000861927,46102,135
4137379,6000717652,46721,135
4137383,6000713224,25991,135
4137464,6000532478,45219,552
4137474,6000769924,95122,361
4137523,6000466844,46800,321
4137576,6000168338,46799,115
4137601,2550102055,25991,550
4137639,2450100996,46739,450
4138353,6000127722,47416,450
4138491,6000130700,46712,171
4138637,6000809244,22299,517
4138670,6000010112,32012,687
4138675,6000150873,25942,220
4138969,6000883888,46594,550
4139059,6000421685,46329,140
4139258,2450119871,46413,450
4139421,6000312515,45219,220
4139437,6000899426,46741,358
4139583,2517100618,95119,517
4139631,2140101133,46712,140
4139642,6000272503,46532,275
4139666,6000395394,29299,358
4139692,6000539506,41229,210
4139757,6000410731,14111,332
4139771,6000157019,46442,130
4139791,6000192396,45219,450
4139891,6000730435,46722,318
4139981,6000747407,46452,527
4140108,6000196698,46433,255
4140437,6000598090,24132,701
4140509,2503102264,47822,503
4140760,6000878914,28302,220
4140928,6000904422,58222,136
4140996,6000907378,46799,360
4141039,2135100689,28909,135
4141313,6000744777,1110,181
4141378,6000264175,29241,703
4141493,6000508146,46532,220
4141549,6000702741,28201,627
4141574,2450122144,30320,450
4141578,2121115217,22299,121
4141631,6000666535,45219,325
4141705,6000871035,52942,325
4141761,6000273255,46311,361
4141846,6000893376,46591,355
4141871,6000582945,13104,511
4141917,6000701537,14192,511
4141918,6000730848,46699,517
4142039,6000414732,46742,450
4142843,6000450282,46522,280
4142904,6000543436,46499,511
4142926,6000197928,45219,560
4143083,6000679578,22199,151
4143159,2321101868,47419,321
4143228,6000290615,24131,657
4143278,6000845378,20499,550
4143365,6000770754,26299,121
4143438,6000856466,45110,230
4143488,2450120889,22191,450
4143503,6000316688,46539,367
4143662,2450116912,23122,450
4144292,2280101381,46739,280
4144311,2280101394,46599,280
4144554,3100012502,41225,100
4144661,2121107941,28201,121
4145013,6000141741,30399,410
4145156,6000391743,46721,325
4145181,6000870958,26299,121
4145196,6000864991,45219,013
4145911,2366100098,24191,366
4146017,2525100505,45219,525
4146150,6000827351,18119,360
4146197,2332101895,23992,332
4146202,2358100573,22299,358
4146278,6000868991,45219,255
4147713,6000512965,17124,525
4147904,2360103985,24113,360
4147978,6000856942,46799,220
4148099,6000831366,46521,353
4148160,2450113099,47911,450
4148196,6000861963,84113,560
4148493,2275102795,25929,275
4149170,6000860439,10220,121
4149334,2220100401,45219,220
4149433,6000199490,29299,171
4149540,6000838784,46531,321
4149616,2275102876,46594,275
4149752,6000380226,46533,550
4150074,2450121761,47416,450
4150093,6000871924,46313,140
4150962,2120101918,29241,120
4151331,6000769764,46539,255
4151345,6000107318,24199,136
4151395,6000554035,26219,121
4151527,2516101026,46739,516
4151581,6000429332,26120,120
4151591,6000472468,46531,352
4152631,6000854938,45219,332
4152646,2275102269,31119,275
4152688,6000281966,52101,165
4152701,6000365331,46533,361
4152812,6000827332,24123,180
4152985,6000850887,46329,121
4152990,6000156977,41229,176
4153008,6000831350,46594,562
4153198,6000868457,31111,339
4153294,6000868384,47320,180
4153326,6000870966,45219,220
4154021,2450111305,47416,450
4154209,6000875928,46599,618
4154329,6000402618,46800,355
4154339,6000477771,71520,151
4154420,6000009159,41223,255
4154423,2450122423,47416,450
4154663,6000502031,46464,349
4154949,6000272996,15190,558
4155682,6000049625,25999,220
4155882,2360100337,46319,360
4155961,6000543965,29241,602
4155971,6000449862,46799,280
4156249,6000852396,61220,136
4156272,6000283674,75320,681
4156309,6000505571,46413,332
4156527,6000693136,46733,550
4157180,6000730435,46721,318
4157614,6000206969,46329,701
4158902,6000266268,26211,121
4158964,6000511071,17129,230
4158970,6000536933,5100,364
4159083,6000857417,29175,275
4159260,6000377859,46699,255
4159475,2275101890,30399,275
4159557,6000311788,45219,525
4159717,6000868397,20423,332
4160277,6000157746,46413,450
4160321,6000360024,26421,332
4160452,6000300718,30399,135
4160518,2618100473,28519,618
4160611,2121100398,46699,121
4160616,6000181303,47640,355
4160750,6000302157,28201,450
4161277,6000018115,58221,151
4161780,6000724257,25119,352
4161820,6000879892,29199,220
4161823,6000876972,95310,361
4161999,6000374967,5100,364
4162059,2351100300,46510,351
4162074,6000564965,46532,245
4162121,6000559963,46532,280
4162393,6000377310,32012,255
4162546,6000608102,46739,176
4162563,2361101524,23199,361
4162857,6000445948,18119,325
4163390,6000202995,20499,560
4163408,6000294269,46204,140
4163411,6000276722,22240,136
4163431,6000376302,13229,135
4163512,6000375929,75999,130
4163654,6000289517,46510,121
4163973,2450114645,27322,450
4164118,2275102527,58221,275
4165347,2121101842,46329,121
4165601,6000540938,46109,280
4165618,6000158068,20302,280
4165999,6000722293,46533,165
4166548,6000881018,10129,176
4166557,6000878961,46742,321
4166693,6000878965,46742,321
4166740,6000878980,13409,530
4166816,6000308074,24132,176
4166921,6000844957,46712,450
4166960,6000579907,46622,230
4167004,6000725319,52991,176
4167037,6000534939,46521,630
4167510,6000713713,45211,530
4167689,2703100069,24199,703
4167965,6000557463,41229,364
4168231,6000702741,46594,627
4168239,2180101599,10309,180
4168830,6000860439,46313,121
4168861,6000291592,25943,135
4168958,6000437214,13212,332
4168970,2140102913,46311,140
4168984,2235100353,46691,235
4169009,6000877219,13999,511
4169085,6000637558,13999,511
4169122,6000561062,46742,450
4169148,2450112518,47919,450
4169347,6000562081,45219,333
4169471,2450116567,46413,450
4169538,6000242843,25991,560
4169622,6000643544,20302,275
4170087,6000194654,47219,325
4170187,2220100998,47611,220
4170488,2349100851,28519,349
4170555,6000874974,46621,280
4170645,6000134257,46413,450
4170647,6000400127,25119,352
4170663,6000430689,32012,667
4170752,6000886890,14194,511
4170937,6000890482,46733,618
4171178,2450122260,30320,450
4171179,2280101624,25991,280
4171404,6000449522,46319,130
4171430,6000319786,26299,121
4172107,6000380595,29199,349
4172172,6000875074,22232,511
4172967,6000856910,41223,550
4173106,6000195987,26120,120
4173354,6000875019,14192,450
4173639,6000702694,25121,450
4173704,6000722676,46799,602
4173745,6000100676,46313,450
4173762,6000376492,46742,450
4174112,6000691571,46800,361
4174271,6000574065,45219,255
4174568,6000328234,46105,255
4174994,6000622195,28121,550
4175108,6000198473,22250,180
4175121,6000194453,46332,351
4175686,6000512850,28909,121
4175807,6000430318,46799,690
4175962,6000719852,46599,321
4176061,6000872408,29210,367
4176067,6000860443,46621,410
4176093,6000326470,45211,325
4176397,6000884446,95121,511
4176650,2361101206,30310,361
4176702,6000225467,22299,630
4176895,6000189867,42492,280
4177099,2275102514,13104,275
4177227,6000576445,24121,176
4177255,6000863886,46329,450
4177290,6000100716,46533,176
4177318,6000868410,46799,325
4177426,6000872998,29299,701
4177451,2135101907,28909,135
4177595,6000881047,46594,121
4178550,6000563955,46441,135
4179799,6000847966,47811,645
4180062,6000563485,22299,657
4180156,2135100978,24191,135
4180791,6000880036,25121,450
4181057,6000446831,46592,516
4181201,6000150150,46699,517
4181504,6000390484,45220,691
4181575,6000485798,71310,450
4181590,6000868410,71531,325
4182269,6000884485,66199,512
4182278,6000885915,46329,140
4182487,2255101130,46699,255
4182493,2325103200,46103,325
4182801,6000862432,18111,367
4183196,6000475294,46742,321
4183341,2450110569,46417,450
4183347,3100000071,46800,100
4183472,6000465886,24229,121
4183703,6000888394,46431,120
4183756,6000328234,71531,255
4183889,6000509553,24121,550
4184109,6000846952,24199,520
4184450,6000155232,46599,120
4184948,6000318497,30399,366
4185066,6000857891,58119,121
4185245,6000708665,46532,351
4185333,6000707093,25112,701
4185518,6000755814,26299,325
4185691,2701102659,46329,701
4186143,6000645584,24132,235
4186812,6000850949,46319,376
4186824,6000505500,10799,140
4186987,2511104275,47320,511
4187545,6000715709,96119,140
4187683,2366100357,28301,366
4187773,6000291923,46510,450
4188133,6000598117,14112,321
4188385,6000861377,22250,450
4188920,6000777285,47190,450
4188986,6000884882,47320,511
4189571,6000472748,25113,255
4189809,6000389336,46592,361
4189810,6000468895,46539,332
4190270,2353100313,46332,353
4190851,2410101313,45211,410
4191513,2517100907,46510,517
4191733,6000753814,46721,325
4191748,2516100789,22232,516
4191820,6000577959,38301,121
4191915,2140102914,10749,140
4192029,6000898412,45219,367
4192169,6000905464,42201,352
4192608,6000830744,84113,525
4192635,6000544439,23999,323
4192985,6000761780,28201,121
4193008,6000562050,46105,511
4193218,6000893954,29171,511
4193268,3100012865,41210,100
4194392,6000875019,14192,450
4194536,6000885915,46329,140
4194570,6000891954,47311,511
4194926,6000882379,46594,121
4194934,6000884446,95121,511
4195369,6000485798,71310,450
4195502,6000846952,24199,520
4195541,6000777285,47190,450
4195711,6000702741,28201,627
4195966,6000892923,22250,136
4196356,6000904465,46419,550
4196864,6000868991,45219,255
4196924,6000854458,25999,121
4197482,6000900518,17122,503
4197521,6000579907,47416,230
4198308,6000857891,58119,121
4198351,6000864991,45219,13
4198439,6000562050,46105,511
4198611,6000884485,66199,512
4198615,6000888394,46431,120
4198889,6000715709,96119,140
4199017,6000893002,70129,121
4199029,6000907159,46539,355
4199075,6000870958,26299,121
4199854,6000878961,46742,321
4200915,6000854938,45219,332
4200987,6000861496,45219,525
4201282,6000878965,46742,321
4201299,6000862432,18111,367
4202315,6000842936,46799,235
4203116,2552100032,45219,552
4203183,6000899512,46712,151
4203375,6000381192,46329,140
4203799,6000847966,47811,645
4203843,6000850949,46319,376
4204305,6000884499,46413,450
4205510,6000856466,45110,230
4205524,6000872998,29299,701
4205529,6000871035,52942,325
4205956,6000896918,47416,321
4206185,6000901710,47416,450
4206509,6000906946,25119,352
4207440,2503102298,20302,503
4209813,6000877219,13999,511
4209823,6000875074,22232,511
4209882,6000876972,95310,361
4209897,6000314486,46800,701
4210232,2353100313,46332,353
4210457,2503100706,20302,503
4210620,6000905464,42201,352
4210642,2121104264,28511,121
4210753,6000872408,29210,367
4211087,6000195987,26120,120
4211389,6000622195,28121,550
4212192,6000894089,46331,140
4212315,6000472748,25991,255
4212707,6000229987,95122,562
4219281,2517101239,23999,517
4221056,6000904889,20302,255
4222347,6000907269,32091,320
4224426,6000913461,46521,275
4224535,6000893909,17909,121
4225961,6000379724,72129,550
4231480,6000911910,46733,140
4231556,6000573437,26410,325
4232651,6000907378,46799,360
4233249,6000917026,95310,511
4233262,6000917028,95121,511
4234374,2332102679,25999,332
4236771,6000908912,26323,121
4238521,6000480283,52109,130
4238627,6000907221,46521,176
4240413,6000905471,13999,503
4243015,6000315361,33999,165
4243658,6000697556,46539,627
4246611,6000912960,46699,280
4248955,6000914374,45219,525
4250802,6000913965,10219,121
4254092,6000921458,46415,325
4254109,6000914967,22191,450
4254844,6000917029,29199,503
4255558,6000912194,25929,121
4259020,6000364249,29299,220
4259876,6000422799,18119,332
4260957,6000914889,47419,450
4261945,6000913395,46599,151
4269986,2130105990,46799,130
4271682,6000910385,15190,220
4271933,6000900500,45219,220
4273286,6000712862,45219,450
4274963,6000911966,18119,703
4275190,6000537915,46739,280
4275777,6000585040,75999,630
4275891,6000910503,28519,450
4282135,6000904422,58222,136
4282579,6000917386,52929,136
4290342,6000234725,47859,360
4290620,6000909396,46522,280
4291033,6000502053,75999,511
4291996,6000908901,46539,176
4292720,6000917038,46413,450
4293775,6000836272,46800,627
4298373,6000871085,30201,450
4299191,6000179243,46105,511
4308738,6000912960,25122,280
4324509,2275100703,25993,275
4324696,6000288455,84120,625
4325746,6000408742,75999,176
4325861,6000938329,95121,511
4325862,6000938330,75999,511
4326270,2255101552,6299,255
4327372,6000931622,46431,360
4329124,6000933629,46739,280
4329213,6000931633,46104,220
4330898,6000938708,41121,355
4331907,2140101867,10309,140
4332660,2220100916,24132,220
4334965,2410101611,27322,410
4336024,6000389131,46594,220
4338227,6000637972,46592,519
4342899,6000938627,46621,275
4343440,6000937625,58119,333
4345034,6000427253,46742,355
4346207,6000938334,46621,353
4351455,6000929703,46733,332
4352927,6000922312,1110,552
4354720,6000922156,46592,151
4359973,6000861963,84113,560
4359975,6000883884,46800,280
4360078,6000936763,29119,360
4364212,6000937622,64992,349
4365080,6000926685,29299,325
4366923,6000497860,14191,450
4367341,6000920647,69390,235
4367592,6000923773,46311,176
4370260,6000233249,46799,450
4371009,6000312515,30320,220
4372383,2410102036,46319,410
4375593,6000189437,47214,120
4378694,6000755335,46313,121
4381356,2140105111,47119,140
4383757,2450115307,14199,450
4389172,6000932658,46419,275
4390728,6000197498,10129,361
4392650,6000924742,28909,220
4394570,6000924742,46594,220
4433205,6000940161,46739,618
4435675,6000940240,23121,280
4438490,6000937694,28202,121
4440761,6000483729,25942,280
4442870,6000946801,71519,121
4444548,2220100401,45219,220
4444612,6000049625,25999,220
