,대상자번호,업종코드,대상자코드
2419792,2275102795,46721,275
2419794,2450105896,46411,450
2419818,2180101712,46510,180
2419834,2450116567,46411,450
2419917,2121115217,22211,121
2420232,6000169376,33999,165
2420248,2136102605,30310,136
2420249,2361102433,75211,361
2420252,2140102173,46201,140
2420266,2223100920,33999,223
2420278,2140103011,46321,140
2420298,2176101757,46510,176
2420300,2360100983,45211,360
2420357,2525100599,22250,525
2420391,2176102985,46739,176
2420464,2175100533,14199,175
2420534,2525100559,45211,525
2420548,2511103760,46510,511
2420585,2550102984,18121,550
2420624,2220101534,29119,220
2420625,2644100083,14191,644
2420687,2503100600,13213,503
2420700,2450122365,46411,450
2420702,2450122367,46411,450
2420742,2325104418,47511,325
2420754,2275102824,46105,275
2420811,2130106853,46510,130
2420943,2503102370,26410,503
2420998,2450120400,75919,450
2421206,6000001610,46510,517
2421254,2450122343,46441,450
2421339,2358100805,46411,358
2421359,2361102124,46521,361
2421385,2140105323,46311,140
2421395,2325103497,13221,325
2421432,2333100194,46621,333
2421440,2450110211,13999,450
2421449,2450122273,46411,450
2421468,2351100878,46721,351
2421483,2450112064,46510,450
2421532,2511104266,13213,511
2421550,2450122428,46721,450
2421625,2450117438,46800,450
2421636,2325104435,28909,325
2421674,2280101344,46800,280
2421852,2450116225,46800,450
2422032,6000357232,46521,511
2422033,6000357259,28111,511
2422050,6000359058,46521,275
2422143,6000036628,46800,280
2423475,2360101579,47416,360
2423607,6000294086,22250,525
2423699,6000283331,41210,136
2423788,6000288639,22211,511
2423804,6000357824,20201,503
2423811,6000186807,30121,333
2423858,6000357215,28121,332
2425519,6000281821,47111,180
2425532,6000317633,11121,361
2425579,6000283735,46510,450
2425590,6000322400,70111,320
2425629,6000307585,56111,135
2425642,6000324178,72121,151
2425680,6000295133,11201,176
2425712,6000358058,46451,332
2425717,6000358111,35119,332
2425771,6000327613,46510,136
2425792,2511103830,46510,511
2425804,6000357889,71531,450
2425878,6000360221,24121,280
2427336,6000285660,42201,450
2427353,6000327070,22211,630
2427368,6000308206,52921,151
2427393,6000325864,46800,140
2427583,6000308822,72121,130
2427585,6000309200,46800,176
2427687,6000358055,45211,349
2427770,6000195551,22211,121
2427792,6000036665,46311,701
2427801,6000362395,25111,351
2427814,6000144152,15129,450
2427891,2450106614,47320,450
2429299,6000299626,46411,651
2429310,6000313720,26120,120
2429410,6000279133,62021,140
2429412,6000279224,32019,255
2429414,6000279242,45211,525
2429417,2550102309,13109,550
2429505,6000322373,46451,511
2429638,6000340344,45211,560
2429815,6000138751,46411,450
2431186,6000293615,47320,151
2431268,6000308397,46800,171
2431326,6000312515,45211,220
2431328,6000312734,41121,450
2431364,6000281598,46411,410
2431370,6000290184,47320,136
2431402,6000279383,29161,275
2431405,6000309681,46800,275
2431418,6000307961,46311,450
2431442,6000300227,20301,517
2431461,6000343441,46800,356
2431579,6000358818,41111,351
2431590,6000275523,45110,307
2431691,6000150808,46451,140
2433147,6000323547,46521,645
2433158,6000320079,3112,512
2433181,6000292173,46711,361
2433284,6000316770,24211,121
2433312,6000291297,45211,618
2433379,6000283086,72121,165
2433522,6000341878,46311,120
2433542,6000359153,46800,410
2434615,2121110248,26299,121
2435183,6000278842,46105,275
2435189,6000310832,46539,550
2435291,2176102363,46521,176
2436522,2136102563,20131,136
2436916,6000310269,46510,136
2436973,6000317417,30310,511
2436999,6000328009,45211,511
2437062,6000283821,22111,121
2437100,6000303850,46800,645
2437102,6000303873,46321,450
2437168,6000324238,47320,180
2437215,6000345691,42411,355
2437226,6000357260,95121,511
2437249,6000358871,42110,627
2437255,6000359206,28909,140
2437284,6000342166,85611,450
2437299,6000357943,73902,450
2437324,6000360169,26299,332
2437348,6000358080,46510,307
2437352,6000361997,45211,355
2437415,6000359338,42201,223
2438843,6000325135,46539,176
2438852,6000316777,22221,351
2438921,6000314486,46311,701
2439017,2165101746,45110,165
2439034,6000287839,47520,332
2439040,6000287951,25111,511
2439123,6000346477,46510,355
2439195,6000357443,10712,618
2439213,6000343448,68211,151
2439230,6000360413,22111,321
2439300,6000128712,22211,135
2439305,6000099675,75290,701
2439398,6000359224,26299,121
2440730,6000319492,52911,511
2440783,6000325736,25931,135
2440871,2560100612,18121,560
2440911,6000283642,47851,450
2441024,6000346479,46521,327
2441147,6000360983,47411,360
2441148,6000360989,47411,325
2441156,2120102308,11201,120
2441302,6000361991,46451,361
2442598,6000154669,45219,525
2442619,6000327584,46539,701
2442634,6000307564,22250,180
2442697,6000288113,18121,560
2442718,6000287090,41111,355
2442729,6000318469,46521,136
2442774,6000310245,46539,550
2442930,6000346478,42411,355
2442965,2121105854,28111,121
2442968,2151102372,33999,151
2442976,6000357844,22250,180
2443040,6000361344,46800,332
2443046,6000360985,46411,325
2443065,6000266729,45110,766
2443112,2245100135,22250,245
2444478,6000286105,58221,135
2444607,6000287083,46105,361
2444619,6000281966,52941,165
2444620,6000291032,47320,327
2444658,6000315361,17121,165
2444674,6000322220,46510,352
2444677,6000277756,24191,516
2444732,6000324209,46510,136
2444734,6000324283,46621,355
2444785,6000319097,46311,140
2444794,6000284657,46800,321
2444795,6000284696,95310,366
2444876,6000357328,25941,355
2444914,6000360024,46539,332
2444971,6000358885,46539,140
2446448,6000307115,46311,120
2446558,6000325190,13999,332
2446684,6000309565,29119,332
2446699,6000277238,13213,325
2446716,6000360431,47211,333
2446784,2657100971,13213,657
2446793,6000328313,46800,361
2446821,6000361345,46800,332
2446850,6000359368,46411,450
2446867,6000358350,63111,645
2446880,6000130704,21210,503
2448367,6000282607,42201,450
2448463,6000293691,45211,544
2448488,6000283674,62090,681
2448525,6000315625,46800,275
2448529,6000291592,24191,135
2448577,6000281589,46521,450
2448680,6000342043,46411,140
2448836,2319100117,29119,319
2448851,2550100250,25991,550
2450230,6000314764,95111,165
2450264,6000326252,46521,352
2450356,6000303204,26299,121
2450384,6000283408,18111,136
2450427,6000325109,46510,450
2450480,6000290812,22221,275
2450512,6000163712,47811,511
2450753,2361100964,46105,361
2452129,6000222097,46411,450
2452140,2450119995,22211,450
2452152,6000301538,29119,121
2452208,6000328884,46800,450
2452213,6000306667,46521,511
2452258,6000283597,33999,135
2452288,6000290095,47111,352
2452361,6000272331,46742,450
2452405,3100003038,41210,100
2452532,2120101512,26219,120
2452610,6000373454,23311,165
2452646,2557100268,45211,557
2452721,2176102935,46592,176
2452940,2355101141,46539,355
2452941,2450114903,70121,450
2452983,2618100473,46510,618
2453036,2703100069,46721,703
2453056,6000362116,22299,550
2453214,2550102309,13104,550
2453219,6000363802,46465,325
2453220,6000360431,47221,333
2453253,6000243749,46621,180
2453287,2450121006,46329,450
2453394,2140104345,46594,140
2453508,6000369905,14192,315
2453525,2360103985,46721,360
2453822,6000371373,45301,353
2453871,2503100253,21210,503
2454073,2136103218,46800,136
2454159,2450115000,45219,450
2454314,2349101320,29169,349
2454414,2176100840,25991,176
2454421,2450121186,14192,450
2454464,2130105990,46800,130
2454602,2120101918,41229,120
2454693,6000278580,22232,135
2454739,2450114386,45219,450
2454806,6000365563,46800,136
2454934,6000367517,47311,511
2454993,6000369400,46419,517
2455037,6000369536,46800,136
2455092,2503102247,26511,503
2455093,2511100031,24312,511
2455104,2361101206,30399,361
2455118,6000292722,29173,450
2455143,2255101044,24121,255
2455161,6000371613,47320,332
2455168,6000168376,22232,657
2455298,6000371321,46599,355
2455335,6000262465,46522,323
2455350,6000309904,61291,360
2455498,6000289630,24121,135
2455733,6000364185,47312,176
2455755,2176102495,20423,176
2455814,2135101165,30121,135
2455856,2325102991,25931,325
2456053,6000363983,46521,327
2456122,2255101038,35120,255
2456130,6000083725,22250,701
2456346,2255101556,46510,255
2456364,3100000849,41210,100
2456366,3100021660,41210,100
2456416,6000369837,46313,151
2456477,2280101605,50112,280
2456503,6000136103,47320,645
2456608,6000370877,26221,176
2456628,6000290249,14191,450
2456694,2511104432,24121,511
2456712,6000189420,46594,511
2456768,2180101746,24121,180
2456889,6000278114,46109,135
2457157,2580100443,45219,580
2457162,6000060138,46739,511
2457188,2120101800,46319,120
2457198,2332102793,20302,332
2457346,6000365331,46799,361
2457553,6000294165,28119,135
2457584,2550101314,24132,550
2457588,2136102266,46594,136
2457634,6000243162,28909,355
2457636,6000244866,46799,181
2457725,2511102941,24121,511
2457800,2280101173,46594,280
2457824,6000049625,72129,220
2457864,6000128683,46441,176
2457937,6000371386,17122,332
2458001,2410101560,46413,410
2458063,2630100092,16299,630
2458186,2360103569,46109,360
2458201,6000310269,58221,136
2458209,6000365564,47320,136
2458320,6000293237,14112,511
2458394,6000362117,22299,550
2458657,2135103877,26519,135
2458660,2450122367,46413,450
2458741,2349101026,46593,349
2458863,2517100870,46441,517
2458969,6000323202,24132,180
2458971,6000323584,46532,657
2459159,2511101414,13211,511
2459173,6000364333,58121,135
2459303,6000179243,46699,511
2459645,6000272342,46522,450
2459704,6000182383,13212,332
2459706,6000182237,13994,511
2460001,2332100740,25933,332
2460006,2280101666,45219,280
2460177,2325103497,13229,325
2460390,2360103246,75999,360
2460400,6000277756,46721,516
2460457,6000044224,46522,280
2460581,2352100437,25941,352
2460717,6000226431,47312,450
2460760,6000081238,47859,361
2461001,6000326508,46732,503
2461038,2130101402,46733,130
2461175,6000372055,46443,360
2461225,6000364283,13320,511
2461494,6000162804,30320,511
2461557,6000363797,21210,550
2461620,6000142352,46499,321
2461627,2550101825,28511,550
2461799,2136103280,29199,136
2461806,2312100104,46521,312
2461809,2351100300,46591,351
2461921,6000309904,58222,360
2462029,2321102351,46599,321
2462086,2315100559,46499,315
2462172,6000260397,22299,511
2462314,6000260274,22299,630
2462405,2280101535,25113,280
2462453,6000371281,47520,517
2462527,6000182237,22199,511
2462541,6000371553,27329,121
2462586,6000373101,60222,135
2462803,3100000516,28111,100
2462989,6000259412,46102,121
2463074,2355100195,47416,355
2463096,6000074713,45219,176
2463110,6000366347,47311,311
2463193,6000362395,25119,351
2463201,2618100473,46522,618
2463271,6000367110,46799,361
2463379,6000286903,46721,550
2463380,6000366184,45219,361
2463492,6000150710,46499,358
2463582,6000366141,46510,255
2463606,6000307977,46721,280
2463609,6000295596,20302,560
2463633,2151101067,46521,151
2463697,6000081238,45219,361
2463771,6000364423,46510,136
2463786,6000370505,24132,255
2463892,2410100501,45211,410
2464014,2325103033,20499,325
2464069,2410102036,47416,410
2464131,6000371492,24122,558
2464401,6000136084,46532,517
2464494,6000293305,46594,136
2464503,6000288610,45219,321
2464595,6000177625,46800,651
2464633,6000116186,24199,511
2464637,2580100740,17902,580
2464648,2255101522,46319,255
2464829,6000365922,46800,136
2465076,6000248338,46522,627
2465342,2511104279,22211,511
2465346,2360100635,46522,360
2465405,6000278114,46521,135
2465406,6000276013,20201,511
2465506,2511104559,46532,511
2465513,2450115680,46742,450
2465561,6000287951,25112,511
2465564,6000284696,46521,366
2465788,6000277741,42122,275
2465894,6000307550,46499,651
2465895,6000286701,28519,370
2465966,6000152479,22299,121
2465969,6000173205,46521,357
2466490,2321102317,30392,321
2466507,6000257167,25119,511
2466576,6000168784,64209,340
2466602,6000133202,58221,135
2466799,3100011144,72129,100
2466801,6000050604,46599,140
2466845,6000286816,46721,366
2467242,6000362896,41225,280
2467374,6000186807,30202,333
2467379,6000363047,26120,121
2467548,6000365305,95211,360
2467816,6000268963,28302,618
2467843,6000366826,22211,121
2467932,2321101307,27199,321
2467942,6000291337,42123,306
2468036,6000146110,58122,703
2468088,6000370729,46800,701
2468306,6000371793,41221,651
2468803,6000365709,41111,327
2468888,6000364249,25941,220
2468925,6000364908,47320,602
2468939,2560100735,17221,560
2468952,6000271701,13211,511
2468993,6000358080,46539,307
2468996,6000363946,47320,327
2469150,2575100096,22299,575
2469255,6000365921,47320,136
2469402,6000326032,75999,511
2469453,6000205955,14411,275
2469697,6000366346,42201,645
2469742,2450121269,46742,450
2469789,2140103011,46313,140
2469802,3100012502,41210,100
2470183,6000285590,6291,275
2470455,6000363956,46621,327
2470620,2136102101,28302,136
2470697,6000194470,29119,135
2470698,6000191534,46539,321
2470719,6000365852,46742,450
2470771,6000285139,46733,135
2470789,2450121062,47311,450
2470796,2580100773,45219,580
2471011,6000066189,46532,645
2471012,6000043160,30320,550
2471179,6000371444,46594,602
2471194,2280101394,46592,280
2471295,6000135983,46712,450
2471358,2176101102,31111,176
2471532,6000287083,46800,361
2471718,2701101948,27216,701
2471828,2450115573,46451,450
2471834,2180101118,24121,180
2472047,2275102514,46419,275
2472163,6000291297,45219,618
2472165,6000307961,46329,450
2472211,6000283408,18119,136
2472371,6000371500,46441,357
2472535,6000368849,25113,121
2472575,6000155500,13101,135
2472703,6000372759,22211,180
2473004,2511102459,47599,511
2473192,6000288639,22250,511
2473206,6000365371,30320,580
2473263,2560100739,45219,560
2473305,6000218930,46721,280
2473359,6000188827,46521,645
2473444,6000036636,46591,140
2473477,6000184594,17909,135
2473618,2360103569,25929,360
2473623,2360103246,26323,360
2473661,2360100337,10799,360
2473840,6000326508,20412,503
2474610,6000365636,46721,355
2474786,6000272503,46599,275
2474849,6000369256,46621,450
2474902,6000364329,41223,327
2475324,6000146110,58119,703
2475455,6000245112,13213,560
2475607,2360103193,28303,360
2475952,2361101032,24131,361
2476095,2511104365,29229,511
2476805,6000162804,45219,511
2476969,6000364426,26511,321
2477161,6000367182,25113,255
2477179,2140101133,46721,140
2477399,2550103123,46622,550
2477571,2450111276,47416,450
2478583,2140103785,46322,140
2478698,2135102386,10800,135
2478727,6000365379,46510,255
2478790,6000366380,24222,651
2478799,6000050124,26521,360
2478922,2121107890,46522,121
2478995,2255101666,32012,255
2479082,2360103246,46594,360
2479168,2550102200,46431,550
2479179,2450116008,46522,450
2479237,6000369256,26120,450
2479352,2450116927,46521,450
2479499,6000364896,71531,130
2479575,2361101915,46532,361
2479580,2332102679,29210,332
2480283,6000060119,24121,511
2480527,6000042123,26521,360
2480846,2140105111,46799,140
2480851,2360103985,46109,360
2480853,2120103039,46592,120
2480882,2450116168,47416,450
2481170,2450108137,46413,450
2481192,6000310269,46599,136
2482002,6000307197,46699,627
2482062,2618100850,28519,618
2482134,2516100518,22250,516
2482142,2255101552,6291,255
2482185,6000366809,46531,327
2482212,2557100532,45110,557
2482247,6000168723,23999,121
2482394,2351101006,20499,351
2482743,6000371907,46733,516
2482817,6000048632,46799,130
2482854,2275100911,20421,275
2482976,6000360024,46594,332
2482982,6000365889,95211,552
2483863,2325104029,69390,325
2484515,6000371278,46591,525
2484617,6000060170,46510,361
2485642,2325103497,13109,325
2485698,2275101303,22211,275
2485732,6000364423,46800,136
2485794,6000367357,26299,121
2486003,6000363344,46413,450
2486352,6000097205,46419,280
2487226,6000362880,42201,352
2487229,6000362885,27199,332
2487589,2121109542,26511,121
2487592,2530100197,46441,530
2487596,2517100761,45219,517
2487680,6000308451,20302,511
2487687,2325103868,22299,325
2487718,6000158868,13310,332
2487887,6000283408,13402,136
2487981,6000369399,13999,517
2488090,6000202995,20302,560
2488112,6000281803,45211,557
2489082,6000363626,46431,332
2489100,6000135493,46431,645
2489493,2275101890,30392,275
2489540,6000048632,46733,130
2489589,6000044177,46699,327
2489847,6000049625,25112,220
2489878,6000099675,75211,701
2490835,2511103830,46510,511
2491055,6000281589,46522,450
2491056,6000284657,46800,321
2491123,6000367110,46799,361
2491145,2450122367,46413,450
2491226,6000363340,22231,351
2491269,6000205680,46105,121
2491314,6000072626,47320,361
2491315,6000044177,46699,327
2491328,6000050110,26529,450
2491379,6000365379,46510,255
2491406,6000086731,47320,511
2491418,2450116168,47416,450
2491427,2511104140,46539,511
2491431,2230100307,28111,230
2491434,2511103351,47320,511
2491482,6000036636,46493,140
2491586,6000277741,42122,275
2491603,2450114903,46432,450
2491608,2618100850,28519,618
2491724,2550101601,47419,550
2491787,6000227500,27321,450
2492493,2517100455,13213,517
2492625,6000364185,47312,176
2492722,6000244866,46799,181
2492730,6000365371,30320,580
2492794,6000366141,46510,255
2492824,2580100443,45219,580
2492856,2350100318,16301,350
2492861,2280101666,45219,280
2492918,6000366184,45219,361
2492962,2550102200,46431,550
2492970,2360103193,28303,360
2492993,6000245112,13213,560
2493006,6000368849,25113,121
2493033,6000136084,46532,517
2493077,6000169578,46594,275
2493084,6000169760,47320,352
2493120,6000148749,30201,220
2493167,6000291337,42123,306
2493184,6000283408,13402,136
2493215,6000365889,95211,552
2493252,6000136103,47320,645
2493404,2361101767,46739,361
2493411,6000191534,46539,321
2493416,6000203967,46451,450
2493446,6000365636,46721,355
2494221,2120101918,41229,120
2494335,6000272503,46599,275
2494397,6000288610,45219,321
2494444,6000231521,46800,450
2494482,6000364908,47320,602
2494486,6000367357,26299,121
2494604,2332100399,45219,332
2494643,2450120269,13310,450
2494818,6000197543,20501,450
2495041,6000168784,64209,340
2495075,2360104074,46721,360
2495091,6000307197,46699,627
2495112,2557100532,45110,557
2495113,2321102351,46599,321
2495119,2450108137,46413,450
2495209,6000365305,95211,360
2495225,6000100208,47320,327
2495302,6000289517,46510,121
2495311,6000304890,22111,140
2495980,2349101320,29169,349
2496185,2361102144,46510,361
2496239,6000281966,52101,165
2496250,2180100901,46532,180
2496272,6000366809,46531,327
2496305,6000366895,47416,450
2496428,6000272342,46522,450
2496451,6000364333,58121,135
2496487,2165101932,46621,165
2496494,6000023642,46521,361
2496532,6000366826,22211,121
2496596,6000243162,28909,355
2496658,2525100214,13104,525
2496670,2511104432,24121,511
2496691,2517100618,46539,517
2496705,2353100277,46510,353
2496721,2511104266,13229,511
2496722,2516100789,22232,516
2496726,3100000071,41210,100
2496832,2351101025,46539,351
2496844,2450118206,47111,450
2496850,6000310269,46599,136
2496854,2550102309,13104,550
2496865,6000358871,42129,627
2497813,2349101026,46593,349
2497882,2511103461,22211,511
2497907,2560100173,46739,560
2497911,6000365852,46742,450
2497924,6000288639,22250,511
2497944,2121109542,26511,121
2498100,2140101133,46721,140
2498114,6000289511,46699,333
2498124,6000150808,46451,140
2498138,2275101890,30392,275
2498180,2361101206,30399,361
2498189,2325103868,22299,325
2498201,6000289630,24121,135
2498277,6000253666,68221,280
2498314,6000243749,46621,180
2498328,6000260397,22299,511
2498544,2275101303,22211,275
2498592,2180101746,24121,180
2499404,2332102793,20302,332
2499557,2518100204,45120,518
2499629,6000272342,28909,450
2499671,2550102102,14499,550
2499789,6000155500,13101,135
2499796,6000168723,23999,121
2499857,2333100241,46532,333
2499921,6000323584,46532,657
2499946,6000272331,13214,450
2500232,2511104279,22211,511
2500291,6000050124,26421,360
2500363,6000152479,22299,121
2500406,6000273095,25999,511
2501175,6000099675,75211,701
2501352,6000174209,46510,280
2501360,6000194470,29119,135
2501371,6000130704,21210,503
2501413,2361101915,46532,361
2501417,2332102679,29210,332
2501453,6000366380,24222,651
2501661,6000303204,26299,121
2501812,2575100208,46510,575
2501856,6000182383,13212,332
2501875,6000276013,20201,511
2501894,6000287951,25112,511
2501981,6000362880,42201,352
2502010,6000042123,26421,360
2502037,6000360024,46510,332
2502122,6000293305,46594,136
2502990,6000142352,46461,321
2503023,6000363626,46431,332
2503073,6000074713,45219,176
2503159,6000366346,42201,645
2503171,6000365563,46800,136
2503205,6000319160,29119,321
2503358,6000312941,70111,450
2503471,6000300452,47320,511
2503476,6000324287,46539,355
2503810,6000283844,25991,121
2503841,6000320005,26299,325
2503844,6000291788,46510,360
2503858,6000323145,35119,355
2503869,6000289630,33999,135
2503934,6000283790,46800,450
2503973,6000324219,46739,681
2503999,6000324319,41210,327
2504090,6000326142,50111,339
2504156,6000326716,35119,355
2504201,6000179854,46539,355
2504288,6000277089,22250,333
2504345,6000278683,46411,450
2504368,6000248340,28511,651
2504421,6000260345,46611,353
2504425,6000260913,29119,220
2504469,6000281808,14111,450
2504505,6000303742,46510,140
2504518,6000279248,47320,511
2504588,6000315453,45211,366
2504637,6000289517,47320,121
2504653,6000322366,46621,542
2504661,6000282587,47320,352
2504708,6000334309,46721,361
2504773,6000301636,46800,356
2504910,6000301218,14191,325
2504925,6000319704,46311,618
2504989,6000300341,46800,327
2505087,6000322047,46721,550
2505167,6000300718,30121,135
2505178,6000283603,46721,353
2505183,6000310416,46800,280
2505216,6000239285,46510,520
2505271,6000119760,33999,651
2505442,6000287170,10620,450
2505468,6000326978,50111,176
2505505,6000307808,45211,560
2505528,6000320068,28111,332
2505590,6000266706,24221,511
2505722,6000271278,47320,327
2505727,2361101416,45211,361
2505779,6000261406,46311,140
2505861,6000315547,46510,645
2506065,6000290874,46800,450
2506165,6000060119,24121,511
2506191,6000321662,46539,355
2506201,6000312894,46510,136
2506394,6000318671,46711,171
2506398,6000286816,46721,366
2506410,6000319960,46521,602
2506588,6000327125,30110,325
2506643,6000326508,46800,503
2506653,6000321599,62090,355
2506656,6000322100,46510,230
2506707,6000299510,72921,320
2506870,6000275741,96999,450
2506908,6000294165,28111,135
2506946,6000276623,46331,361
2506966,6000267674,13401,542
2506973,6000271615,46800,136
2507037,6000268080,25111,351
2507052,6000277757,42110,516
2507287,2180101824,47320,180
2507534,6000299590,33999,135
2507550,6000133210,45211,332
2507563,6000303944,29119,328
2507568,6000323009,46539,332
2507584,2136103218,46800,136
2507601,6000321925,46510,280
2507627,6000288330,46800,136
2507648,6000289191,41111,355
2507668,6000288610,46799,321
2507684,6000291779,42201,355
2507693,6000254543,22250,517
2507725,6000287803,13999,511
2507737,6000287707,46521,645
2507747,6000307550,52911,651
2507790,6000323328,46311,140
2507875,6000326234,46621,645
2507955,6000320402,46510,121
2507969,6000328913,52101,121
2508203,6000309151,31310,121
2508212,6000312478,46510,333
2508274,6000305802,46321,570
2508385,6000264772,47320,341
2508498,2560100765,45211,560
2508575,6000291014,25111,355
2508578,6000293625,47320,511
2508748,6000306147,46411,557
2508791,6000287615,10219,450
2508805,6000318497,30110,366
2508848,2317100491,46539,317
2508876,6000307977,46800,280
2508894,6000083725,13221,701
2508904,6000286105,46800,135
2508920,6000287180,46451,360
2508984,2121107890,46510,121
2509145,6000327160,46539,165
2509227,6000307184,46621,450
2509379,2360103920,47320,360
2509412,6000305498,42201,352
2509446,6000323585,46539,516
2509705,6000274594,45211,520
2509794,6000276244,46510,320
2509818,6000260274,13221,630
2509820,6000268206,22211,121
2509878,6000271701,13221,511
2509884,2275102268,33999,275
2509889,6000277706,46621,645
2509905,6000274275,46411,450
2509944,6000286903,46721,550
2509991,6000281803,46105,557
2510057,6000308373,46311,180
2510076,6000222051,22250,525
2510107,6000289533,46105,351
2510117,6000312609,46621,332
2510176,6000308883,46539,327
2510184,6000323239,46739,121
2510192,6000098690,29210,332
2510289,6000320312,46800,450
2510419,6000291478,46800,511
2510496,6000317305,45211,517
2510504,6000288455,71109,625
2510557,6000308074,24131,176
2510576,6000321895,46411,321
2510648,6000322993,46521,136
2510712,6000277147,47320,352
2510780,6000313133,42201,450
2510784,6000312602,46611,327
2510854,6000326803,46451,332
2510869,6000083690,41210,176
2510874,6000309885,45211,520
2510883,6000291093,28111,121
2510956,2325103036,14199,325
2511021,6000325065,46800,220
2511093,6000272342,46521,450
2511123,2450100996,46800,450
2511151,6000277741,96999,275
2511183,6000276183,25991,180
2511300,6000310849,22111,517
2511347,6000297593,26299,121
2511432,2367100055,11121,367
2511553,6000287997,95121,151
2511603,6000289511,46611,333
2511612,6000302157,28201,450
2511732,6000287134,47631,450
2511844,6000312663,46800,327
2511940,6000292171,22250,333
2511965,6000327608,45211,525
2512013,6000307807,22250,511
2512015,6000308980,47420,360
2512096,6000312760,47320,325
2512100,6000321508,46510,171
2512115,6000320627,47411,360
2512151,6000300149,46611,361
2512210,6000327816,46539,136
2512336,6000324196,26120,121
2512443,6000271072,46510,645
2512444,6000271073,46521,645
2512446,6000271075,46521,645
2512498,6000272996,22211,558
2512577,6000243631,46311,701
2512597,6000273010,46510,121
2512610,6000268882,26120,121
2512621,6000268883,46691,121
2512675,6000279420,46510,625
2512677,6000294269,46800,140
2512750,6000296689,47320,327
2512790,6000276722,22211,136
2512916,6000315278,96999,355
2513036,6000295596,22250,560
2513136,6000304659,46739,511
2513332,6000319665,46521,341
2513396,6000313071,46539,334
2513421,6000308856,70111,360
2513440,6000298104,47631,450
2513492,6000323202,24121,180
2513726,6000289445,30310,135
2513812,6000263801,47320,327
2513826,6000259506,46331,450
2513892,6000278580,33999,135
2513908,6000171037,20499,511
2513965,6000266814,46411,511
2513974,6000271369,46510,332
2514050,6000185505,45110,307
2514179,6000279418,46510,630
2514221,6000301081,46621,332
2514235,6000309904,61291,360
2514444,2275101518,46510,275
2514665,6000326636,13221,511
2514699,6000326237,63111,645
2514712,6000307558,47411,450
2514965,6000298586,41111,355
2515124,6000295942,46510,151
2515133,6000317664,46539,352
2515200,6000276153,46510,645
2515218,6000272920,46721,180
2515244,6000268678,45211,525
2515329,6000273255,46311,361
2515333,6000271821,45211,516
2515366,6000267977,29111,176
2515499,6000318682,45211,280
2515608,6000297626,28422,223
2515614,6000283836,46539,355
2515774,6000307131,46311,321
2515777,6000308469,28111,255
2515888,6000320524,28201,121
2515935,6000290620,33999,627
2515937,6000180327,26120,135
2516007,6000295105,26299,121
2516236,6000294123,46311,450
2516257,6000303610,46510,560
2516404,6000291827,46510,275
2516491,6000299463,46311,450
2516512,6000319139,45301,332
2516622,6000274619,14199,121
2516669,6000268758,46510,352
2516717,6000262465,46510,323
2516834,6000285117,13221,332
2516879,6000308279,46800,332
2516974,6000311788,45211,525
2516975,6000316688,46105,367
2517004,6000307280,20499,692
2517043,6000291923,46521,450
2517127,6000308649,47851,450
2517178,6000319786,28511,121
2517198,6000323401,42411,355
2517460,6000307233,47320,176
2517487,6000323144,33999,327
2517499,6000303785,46800,352
2517674,6000314707,46539,181
2517720,6000311530,46311,136
2517735,6000101185,25111,176
2517784,6000307008,46510,450
2517790,6000307860,46510,450
2517836,6000285139,46800,135
2517907,6000264690,29299,325
2517962,6000264267,46105,644
2518007,6000278114,46105,135
2518023,6000257722,29180,121
2518057,6000274945,29210,121
2518059,6000275083,47320,361
2518188,6000285588,46510,176
2518202,6000285590,6100,275
2518228,6000308926,46411,360
2518500,6000324511,14199,620
2518527,6000323802,95111,657
2518539,6000326763,46539,151
2518589,6000324110,75919,151
2518601,6000279271,42201,352
2518602,6000279273,42201,355
2518630,6000318855,27191,121
2518640,6000283105,95310,657
2518645,6000286701,28909,370
2518709,6000326470,45211,325
2518766,6000319691,46800,450
2518797,6000323974,62021,171
2518852,6000304658,46539,361
2519090,6000327919,47320,645
2519128,6000317205,28201,121
2519132,6000317762,75330,450
2519168,6000326777,46539,355
2519198,6000292722,29269,450
2519344,6000268963,28302,618
2519383,6000267686,47320,332
2519418,2550101116,45211,550
2519459,6000264272,45211,544
2519481,2560100690,47320,560
2519522,6000308981,47411,332
2519585,6000283772,72121,171
2519704,6000307508,45211,525
2519717,6000320245,28511,550
2519738,6000311463,52941,180
2519885,2121108949,29119,121
2519901,6000300517,22250,511
2519928,6000290249,14191,450
2519940,6000291780,46621,355
2519958,6000290615,24131,657
2519992,6000326032,73902,511
2520012,6000308218,46800,450
2520047,6000339302,45211,520
2520238,6000291479,45211,511
2520250,6000300691,46800,280
2520306,6000286686,23311,450
2520389,6000326206,46521,645
2520417,6000303913,96999,135
2520447,6000292211,47320,645
2520498,6000306589,46621,355
2520526,6000323515,46451,410
2520559,6000274755,96999,176
2520716,6000277704,46800,645
2520741,2176100438,31111,176
2520762,6000274658,26511,450
2520820,6000264827,42123,511
2520870,6000278610,46800,516
2520951,6000305515,46800,550
2521076,6000316705,46800,511
2521173,6000305494,74100,360
2521236,6000291058,26120,361
2521252,6000328234,46420,255
2521285,6000293441,46321,121
2521379,6000312220,46491,136
2521412,6000302701,29111,121
2521428,6000302846,46800,280
2521435,6000286585,71531,450
2521470,6000296690,41221,327
2521479,6000279228,46510,223
