,상품분류코드,상품분류명,상품분류그룹코드,상품분류그룹명
2217,4205002000,콤포지션레더제의 것,4,"고무, 가죽"
2218,42050021,기계용 또는 기타 공업용에 사용하는 콤퍼지션 레더제품,4,"고무, 가죽"
2219,4205002100,"기계용이나 그 밖의 공업용에 사용하는 콤퍼지션 레더(composition leather)제품
",4,"고무, 가죽"
2220,4205002110,벨트,4,"고무, 가죽"
2221,4205002190,기타,4,"고무, 가죽"
2222,4205002900,기타의 콤퍼지션 레더제품,4,"고무, 가죽"
2223,4206,거트·골드비터스킨·방광 또는 건의 제품,4,"고무, 가죽"
2224,420600,거트(누에의 거트를 제외한다)ㆍ골드비터 스킨ㆍ방광 또는 건의 제품,4,"고무, 가죽"
2225,4206000000,"거트(gut)[누에의 거트(gut)는 제외한다]ㆍ골드비터 스킨(goldbeater skin)ㆍ방광ㆍ건(腱)의 제품
",4,"고무, 가죽"
2226,4206001000,캣거트,4,"고무, 가죽"
2227,4206009000,기타,4,"고무, 가죽"
2228,420610,캣커트,4,"고무, 가죽"
2229,4206100000,캣커트,4,"고무, 가죽"
2230,420690,기타,4,"고무, 가죽"
2231,4206900000,기타,4,"고무, 가죽"
2232,4300,"제43류 모피, 인조모피 및 이들의 제품",4,"고무, 가죽"
2233,4301,생모피,4,"고무, 가죽"
2234,430110,"1. 밍크의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2235,4301100000,"1. 밍크의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2236,430130,"2. 어린양의 것(아스트라칸·브로드테일·카라쿨·페르시아 및 이와 유사한 어린양·인도·중국·몽고 또는 티베트 어린양의 것으로서 전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2237,4301300000,"2. 어린양의 것(아스트라칸·브로드테일·카라쿨·페르시아 및 이와 유사한 어린양·인도·중국·몽고 또는 티베트 어린양의 것으로서 전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2238,430160,"3. 여우의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2239,4301600000,"3. 여우의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2240,430170,"4. 바다표범의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2241,4301700000,"4. 바다표범의 것(전신의 것에 한하며, 머리부분·꼬리부분 또는 발부분의 유무를 불문한다)",4,"고무, 가죽"
2242,430180,8. 기타의 모피,4,"고무, 가죽"
2243,4301801000,친칠라의 것,4,"고무, 가죽"
2244,4301802000,오파섬의 것,4,"고무, 가죽"
2245,4301803000,라쿤의 것,4,"고무, 가죽"
2246,4301804000,코요테의 것,4,"고무, 가죽"
2247,4301805000,토끼의 것,4,"고무, 가죽"
2248,4301806000,사향뒤쥐의 것,4,"고무, 가죽"
2249,4301809000,기타,4,"고무, 가죽"
2250,430190,6. 머리부분·꼬리부분·발부분 및 기타의 조각 또는 절단품으로서 모피제품으로 사용하기에 적합한 것,4,"고무, 가죽"
2251,4301900000,6. 머리부분·꼬리부분·발부분 및 기타의 조각 또는 절단품으로서 모피제품으로 사용하기에 적합한 것,4,"고무, 가죽"
2252,4302,모피·,4,"고무, 가죽"
2253,43021,전신모피,4,"고무, 가죽"
2254,430211,밍크의 것,4,"고무, 가죽"
2255,4302110000,밍크의 것,4,"고무, 가죽"
2256,430213,어린양의 것(아스트란칸·브로드테일·카라쿨·페르시아 및 이와 유사한 어린양·인도·중국·몽고 또는 티베트 어린양의 것에 한한다),4,"고무, 가죽"
2257,4302130000,어린양의 것(아스트란칸·브로드테일·카라쿨·페르시아 및 이와 유사한 어린양·인도·중국·몽고 또는 티베트 어린양의 것에 한한다),4,"고무, 가죽"
2258,430219,기 타,4,"고무, 가죽"
2259,4302191000,해리의 것,4,"고무, 가죽"
2260,4302192000,사향뒤쥐의 것,4,"고무, 가죽"
2261,4302193000,여우의 것,4,"고무, 가죽"
2262,4302195000,친칠라의 것,4,"고무, 가죽"
2263,4302196000,오파섬의 것,4,"고무, 가죽"
2264,4302197000,라쿤의 것,4,"고무, 가죽"
2265,4302198000,코요테의 것,4,"고무, 가죽"
2266,43021990,기 타,4,"고무, 가죽"
2267,4302199010,면양의 것,4,"고무, 가죽"
2268,4302199020,어린 양의 것(아스트라칸ㆍ브로드테일ㆍ카라쿨ㆍ페르시아 및 이와 유사한 어린 양ㆍ인도ㆍ중국ㆍ몽고 또는 티베트 어린 양의 것에 한한다),4,"고무, 가죽"
2269,4302199090,기타,4,"고무, 가죽"
2270,430220,머리부분·꼬리부분·발부분 및 기타 조각 또는 절단품,4,"고무, 가죽"
2271,4302201000,밍크의 것,4,"고무, 가죽"
2272,4302202000,토끼의 것,4,"고무, 가죽"
2273,4302203000,해리의 것,4,"고무, 가죽"
2274,4302204000,사향뒤쥐의 것,4,"고무, 가죽"
2275,4302205000,여우의 것,4,"고무, 가죽"
2276,4302207000,친칠라의 것,4,"고무, 가죽"
2277,43022090,기 타,4,"고무, 가죽"
2278,4302209010,오파섬의 것,4,"고무, 가죽"
2279,4302209020,라쿤의 것,4,"고무, 가죽"
2280,4302209030,코요테의 것,4,"고무, 가죽"
2281,4302209090,기타,4,"고무, 가죽"
2282,430230,전신모피 및 그 조각 또는 절단 품(조합한 것에 한한다),4,"고무, 가죽"
2283,4302300000,전신모피 및 그 조각 또는 절단 품(조합한 것에 한한다),4,"고무, 가죽"
2284,4303,모피의류·모피의류의 부속품 및 기타 모피제품,4,"고무, 가죽"
2285,430310,모피의류와 모피의류의 부속품,4,"고무, 가죽"
2286,4303101,의 류,4,"고무, 가죽"
2287,4303101100,밍크의 것,4,"고무, 가죽"
2288,4303101200,토끼의 것,4,"고무, 가죽"
2289,4303101300,어린양의 것,4,"고무, 가죽"
2290,4303101400,해리의 것,4,"고무, 가죽"
2291,4303101500,사향뒤쥐의 것,4,"고무, 가죽"
2292,4303101600,여우의 것,4,"고무, 가죽"
2293,4303101800,친칠라의 것,4,"고무, 가죽"
2294,43031019,기 타,4,"고무, 가죽"
2295,4303101900,"기타
",4,"고무, 가죽"
2296,4303101910,오파섬의 것,4,"고무, 가죽"
2297,4303101920,라쿤의 것,4,"고무, 가죽"
2298,4303101930,코요테의 것,4,"고무, 가죽"
2299,4303101990,기타,4,"고무, 가죽"
2300,4303102,의류 부속품,4,"고무, 가죽"
2301,4303102100,밍크의 것,4,"고무, 가죽"
2302,4303102200,토끼의 것,4,"고무, 가죽"
2303,4303102300,어린양의 것,4,"고무, 가죽"
2304,4303102400,해리의 것,4,"고무, 가죽"
2305,4303102500,사향뒤쥐의 것,4,"고무, 가죽"
2306,4303102600,여우의 것,4,"고무, 가죽"
2307,4303102800,친칠라의 것,4,"고무, 가죽"
2308,43031029,기 타,4,"고무, 가죽"
2309,4303102910,오파섬의 것,4,"고무, 가죽"
2310,4303102920,라쿤의 것,4,"고무, 가죽"
2311,4303102930,코요테의 것,4,"고무, 가죽"
2312,4303102990,기타,4,"고무, 가죽"
2313,430390,기타,4,"고무, 가죽"
2314,4303900000,기타,4,"고무, 가죽"
2315,4304,인조모피와 그 제품,4,"고무, 가죽"
2316,430400,인조모피와 그 제품,4,"고무, 가죽"
2317,4304001000,인조모피,4,"고무, 가죽"
2318,4304002000,인조모피의 제품,4,"고무, 가죽"
2319,2800,제28류 무기화학품 및 귀금속·희토류금속·방사성 원소 또는 동위원소의 유기 또는 무기화합물,3,무기 및 유기화학제품
2320,2801,플루오르·염소·브롬 및 요드,3,무기 및 유기화학제품
2321,280110,염소,3,무기 및 유기화학제품
2322,2801100000,염소,3,무기 및 유기화학제품
2323,280120,요드,3,무기 및 유기화학제품
2324,2801200000,요드,3,무기 및 유기화학제품
2325,280130,플루오르 및 브롬,3,무기 및 유기화학제품
2326,2801301000,플루오르,3,무기 및 유기화학제품
2327,2801302000,브롬,3,무기 및 유기화학제품
2328,2802,승화황·침강황 및 콜로이드황,3,무기 및 유기화학제품
2329,280200,승화황·침강황 및 콜로이드황,3,무기 및 유기화학제품
2330,2802001000,승화황,3,무기 및 유기화학제품
2331,2802002000,침강황,3,무기 및 유기화학제품
2332,2802003000,콜로이드황,3,무기 및 유기화학제품
2333,2803,탄소,3,무기 및 유기화학제품
2334,280300,탄소,3,무기 및 유기화학제품
2335,2803001000,1. 아세틸렌 블랙,3,무기 및 유기화학제품
2336,28030090,2. 기 타,3,무기 및 유기화학제품
2337,280300901,"카본 블랙(carbon black)
",3,무기 및 유기화학제품
2338,2803009010,카본 블랙,3,무기 및 유기화학제품
2339,2803009011,"이차전지 제조용
",3,무기 및 유기화학제품
2340,2803009019,기타,3,무기 및 유기화학제품
2341,2803009090,기타,3,무기 및 유기화학제품
2342,2804,수소·희 가스 및 기타 비금속원소,3,무기 및 유기화학제품
2343,280410,1. 수소,3,무기 및 유기화학제품
2344,2804100000,1. 수소,3,무기 및 유기화학제품
2345,28042,2. 희가스,3,무기 및 유기화학제품
2346,280421,아르곤,3,무기 및 유기화학제품
2347,2804210000,아르곤,3,무기 및 유기화학제품
2348,280429,기 타,3,무기 및 유기화학제품
2349,2804291000,헬륨,3,무기 및 유기화학제품
2350,2804292000,네온,3,무기 및 유기화학제품
2351,2804293000,크립톤,3,무기 및 유기화학제품
2352,2804294000,크세논,3,무기 및 유기화학제품
2353,2804299000,기타,3,무기 및 유기화학제품
2354,280430,3. 질소,3,무기 및 유기화학제품
2355,2804300000,3. 질소,3,무기 및 유기화학제품
2356,280440,4. 산소,3,무기 및 유기화학제품
2357,2804400000,4. 산소,3,무기 및 유기화학제품
2358,280450,5. 붕소와 텔루르,3,무기 및 유기화학제품
2359,2804501000,붕소,3,무기 및 유기화학제품
2360,2804502000,텔루르,3,무기 및 유기화학제품
2361,28046,6. 규 소,3,무기 및 유기화학제품
2362,280461,가. 규소의 함유량이 전중량의 100분의 99.99이상인 것,3,무기 및 유기화학제품
2363,2804610000,가. 규소의 함유량이 전중량의 100분의 99.99이상인 것,3,무기 및 유기화학제품
2364,28046110,"태양전지 제조용
",3,무기 및 유기화학제품
2365,2804611010,잉곳(ingot) 또는 브릭(brick),3,무기 및 유기화학제품
2366,2804611090,기타,3,무기 및 유기화학제품
2367,2804619000,"기타
",3,무기 및 유기화학제품
2368,280469,나. 기타,3,무기 및 유기화학제품
2369,2804690000,나. 기타,3,무기 및 유기화학제품
2370,280470,7. 인,3,무기 및 유기화학제품
2371,2804701000,가. 황린,3,무기 및 유기화학제품
2372,2804709000,나. 기타,3,무기 및 유기화학제품
2373,280480,8. 비소,3,무기 및 유기화학제품
2374,2804800000,8. 비소,3,무기 및 유기화학제품
2375,280490,9. 셀렌,3,무기 및 유기화학제품
2376,2804900000,9. 셀렌,3,무기 및 유기화학제품
2377,2805,"알칼리금속·알칼리토류금속; 희토류금속, 스칸듐과 이트륨 및 수은",3,무기 및 유기화학제품
2378,28051,알칼리금속,3,무기 및 유기화학제품
2379,280511,나트륨,3,무기 및 유기화학제품
2380,2805110000,나트륨,3,무기 및 유기화학제품
2381,280512,칼슘,3,무기 및 유기화학제품
2382,2805120000,칼슘,3,무기 및 유기화학제품
2383,280519,기타,3,무기 및 유기화학제품
2384,2805190000,기타,3,무기 및 유기화학제품
2385,280530,회토류금속·스칸듐과 이트륨,3,무기 및 유기화학제품
2386,2805301000,세륨그룹,3,무기 및 유기화학제품
2387,2805302000,테르븀그룹,3,무기 및 유기화학제품
2388,2805303000,에르븀그룹,3,무기 및 유기화학제품
2389,2805304000,이트륨,3,무기 및 유기화학제품
2390,2805305000,스칸듐,3,무기 및 유기화학제품
2391,2805309000,기타,3,무기 및 유기화학제품
2392,280540,수은,3,무기 및 유기화학제품
2393,2805400000,수은,3,무기 및 유기화학제품
2394,2806,염화수소와 클로로황산,3,무기 및 유기화학제품
2395,280610,염화수소(염산),3,무기 및 유기화학제품
2396,2806100000,염화수소(염산),3,무기 및 유기화학제품
2397,280620,클로로황산,3,무기 및 유기화학제품
2398,2806200000,클로로황산,3,무기 및 유기화학제품
2399,2807,황산과 발연황산,3,무기 및 유기화학제품
2400,280700,황산과 발연황산,3,무기 및 유기화학제품
2401,28070010,황 산,3,무기 및 유기화학제품
2402,2807001010,반도체 제조용의 것,3,무기 및 유기화학제품
2403,2807001090,기타,3,무기 및 유기화학제품
2404,2807002000,발연황산,3,무기 및 유기화학제품
2405,2808,질산과 황질산,3,무기 및 유기화학제품
2406,280800,질산과 황질산,3,무기 및 유기화학제품
2407,28080010,질 산,3,무기 및 유기화학제품
2408,2808001010,반도체 제조용의 것,3,무기 및 유기화학제품
2409,2808001090,기타,3,무기 및 유기화학제품
2410,2808002000,황질산,3,무기 및 유기화학제품
2411,2809,오산화인과 인산 및 폴리인산,3,무기 및 유기화학제품
2412,280910,오산화인,3,무기 및 유기화학제품
2413,2809100000,오산화인,3,무기 및 유기화학제품
2414,280920,인산과 폴리인산,3,무기 및 유기화학제품
2415,28092010,인 산,3,무기 및 유기화학제품
2416,2809201010,반도체 제조용의 것,3,무기 및 유기화학제품
2417,2809201090,기타,3,무기 및 유기화학제품
2418,28092020,폴리인산,3,무기 및 유기화학제품
2419,2809202000,"폴리인산
",3,무기 및 유기화학제품
2420,2809202010,메타인산,3,무기 및 유기화학제품
2421,2809202020,피로이산,3,무기 및 유기화학제품
2422,2809202090,기타,3,무기 및 유기화학제품
2423,2810,붕소의 산화물과 붕산,3,무기 및 유기화학제품
2424,281000,붕소의 산화물과 붕산,3,무기 및 유기화학제품
2425,28100010,붕소의 산화물,3,무기 및 유기화학제품
2426,2810001010,삼산화 이붕소,3,무기 및 유기화학제품
2427,2810001090,기타,3,무기 및 유기화학제품
2428,2810002000,오르토붕산,3,무기 및 유기화학제품
2429,2810003000,메타붕산,3,무기 및 유기화학제품
2430,2810009000,기타,3,무기 및 유기화학제품
2431,2811,기타 무기산과 무기 비금속 산화물,3,무기 및 유기화학제품
2432,28111,1. 기타 무기산,3,무기 및 유기화학제품
2433,281111,가. 플루오르화수소 ,3,무기 및 유기화학제품
2434,2811111000,(1) 반도체 제조용의 것,3,무기 및 유기화학제품
2435,2811119000,(2) 기타,3,무기 및 유기화학제품
2436,2811120000,"시안화수소(시안화수소산)
",3,무기 및 유기화학제품
2437,281119,나. 기 타,3,무기 및 유기화학제품
2438,2811191000,황화수소,3,무기 및 유기화학제품
2439,2811192000,브롬수소산,3,무기 및 유기화학제품
2440,2811193000,술파민산,3,무기 및 유기화학제품
2441,2811194000,과염소산,3,무기 및 유기화학제품
2442,2811195000,염소산,3,무기 및 유기화학제품
2443,2811196000,하이포아인산,3,무기 및 유기화학제품
2444,2811197000,아인산,3,무기 및 유기화학제품
2445,2811198000,비산,3,무기 및 유기화학제품
2446,28111990,기 타,3,무기 및 유기화학제품
2447,2811199000,"기타
",3,무기 및 유기화학제품
2448,2811199010,하이드로겐 사이어나이드(청산),3,무기 및 유기화학제품
2449,2811199090,기타,3,무기 및 유기화학제품
2450,28112,2. 기타 무기 비금속 산화물,3,무기 및 유기화학제품
2451,281121,이산화탄소,3,무기 및 유기화학제품
2452,2811210000,이산화탄소,3,무기 및 유기화학제품
2453,281122,이산화규소,3,무기 및 유기화학제품
2454,2811221000,화이트카아본,3,무기 및 유기화학제품
2455,28112290,기 타,3,무기 및 유기화학제품
2456,2811229010,실리카 겔,3,무기 및 유기화학제품
2457,2811229090,기타,3,무기 및 유기화학제품
2458,281123,이산화황,3,무기 및 유기화학제품
2459,2811230000,이산화황,3,무기 및 유기화학제품
2460,281129,기 타,3,무기 및 유기화학제품
2461,2811291000,일산화탄소,3,무기 및 유기화학제품
2462,2811292000,아산화질소,3,무기 및 유기화학제품
2463,2811293000,이산화질소,3,무기 및 유기화학제품
2464,2811294000,삼산화비소,3,무기 및 유기화학제품
2465,2811295000,오산화비소,3,무기 및 유기화학제품
2466,2811299000,기타,3,무기 및 유기화학제품
2467,2812,비금속의 할로겐화물과 산화할로겐화물,3,무기 및 유기화학제품
2468,28121,"염화물과 산화염화물
",3,무기 및 유기화학제품
2469,281210,염화물과 산화염화물,3,무기 및 유기화학제품
2470,28121010,염화물,3,무기 및 유기화학제품
2471,2812101010,삼염화요드,3,무기 및 유기화학제품
2472,2812101020,포스포러스 트리클로라이드,3,무기 및 유기화학제품
2473,2812101030,포스포러스 펜타클로라이드,3,무기 및 유기화학제품
2474,2812101040,아르세닉 트리클로라이드,3,무기 및 유기화학제품
2475,2812101050,설퍼 모노클로라이드,3,무기 및 유기화학제품
2476,2812101060,설퍼 디클로라이드,3,무기 및 유기화학제품
2477,2812101090,기타,3,무기 및 유기화학제품
2478,28121020,산화염화물,3,무기 및 유기화학제품
2479,2812102010,티오닐 클로라이드,3,무기 및 유기화학제품
2480,2812102020,카보닐 디클로라이드(포스겐),3,무기 및 유기화학제품
2481,2812102030,포스포러스 옥시클로라이드,3,무기 및 유기화학제품
2482,2812102090,기타,3,무기 및 유기화학제품
2483,2812110000,"카보닐 디클로라이드(포스겐)
",3,무기 및 유기화학제품
2484,2812120000,"포스포러스 옥시클로라이드
",3,무기 및 유기화학제품
2485,2812130000,"포스포러스 트리클로라이드
",3,무기 및 유기화학제품
2486,2812140000,"포스포러스 펜타클로라이드
",3,무기 및 유기화학제품
2487,2812150000,"설퍼 모노클로라이드
",3,무기 및 유기화학제품
2488,2812160000,"설퍼 디클로라이드
",3,무기 및 유기화학제품
2489,2812170000,"티오닐 클로라이드
",3,무기 및 유기화학제품
2490,2812190000,"기타
",3,무기 및 유기화학제품
2491,281290,기 타,3,무기 및 유기화학제품
2492,2812901000,삼플루오르붕소,3,무기 및 유기화학제품
2493,2812902000,설퍼헥사플루오라이드,3,무기 및 유기화학제품
2494,28129030,카보닐 디플루오라이드(불화포스겐),3,무기 및 유기화학제품
2495,2812903010,불소고무 제조용,3,무기 및 유기화학제품
2496,2812903090,"기타
",3,무기 및 유기화학제품
2497,2812909000,기타,3,무기 및 유기화학제품
2498,2813,비금속의 황화물과 상관습상의 삼황화인,3,무기 및 유기화학제품
2499,281310,이황화탄소,3,무기 및 유기화학제품
2500,2813100000,이황화탄소,3,무기 및 유기화학제품
2501,281390,기 타,3,무기 및 유기화학제품
2502,2813900000,"기타
",3,무기 및 유기화학제품
2503,28139010,황화인,3,무기 및 유기화학제품
2504,2813901010,삼황화인,3,무기 및 유기화학제품
2505,2813901020,오황화인,3,무기 및 유기화학제품
2506,2813901090,기타,3,무기 및 유기화학제품
2507,28139020,황화비소,3,무기 및 유기화학제품
2508,2813902010,오황화비소,3,무기 및 유기화학제품
2509,2813902090,기타,3,무기 및 유기화학제품
2510,2813903000,황화규소,3,무기 및 유기화학제품
2511,2813909000,기타,3,무기 및 유기화학제품
2512,2814,무수암모니아 또는 암모니아수,3,무기 및 유기화학제품
2513,281410,1. 무수암모니아,3,무기 및 유기화학제품
2514,2814100000,1. 무수암모니아,3,무기 및 유기화학제품
2515,281420,2. 암모니아수,3,무기 및 유기화학제품
2516,2814200000,2. 암모니아수,3,무기 및 유기화학제품
2517,2815,수산화나트륨·수산화칼륨 및 과산화나트륨 또는 과산화칼륨,3,무기 및 유기화학제품
2518,28151,수산화나트륨,3,무기 및 유기화학제품
2519,281511,고체의 것,3,무기 및 유기화학제품
2520,2815110000,고체의 것,3,무기 및 유기화학제품
2521,281512,액체의 것(소다 또는 액상소다),3,무기 및 유기화학제품
2522,2815120000,액체의 것(소다 또는 액상소다),3,무기 및 유기화학제품
2523,281520,수산화칼륨(가성칼륨),3,무기 및 유기화학제품
2524,2815200000,수산화칼륨(가성칼륨),3,무기 및 유기화학제품
2525,281530,과산화나트륨 또는 과산화칼륨,3,무기 및 유기화학제품
2526,2815300000,"과산화나트륨이나 과산화칼륨
",3,무기 및 유기화학제품
2527,2815301000,과산화나트륨,3,무기 및 유기화학제품
2528,2815302000,과산화칼륨,3,무기 및 유기화학제품
2529,2816,수산화마그네슘·과산화마그네슘과 스트론륨 또는 바륨의 산화물·수산화물 및 과산화물,3,무기 및 유기화학제품
2530,281610,수산화마그네슘과 과산화마그네 슘,3,무기 및 유기화학제품
2531,2816101000,수산화마그네슘,3,무기 및 유기화학제품
2532,2816102000,과산화마그네슘,3,무기 및 유기화학제품
2533,281640,"스트론튬 또는 바륨의 산화물, 수산화물 및 과산화물",3,무기 및 유기화학제품
2534,2816400000,"스트론튬 또는 바륨의 산화물, 수산화물 및 과산화물",3,무기 및 유기화학제품
2535,2817,산화아연과 과산화아연,3,무기 및 유기화학제품
2536,281700,산화아연과 과산화아연,3,무기 및 유기화학제품
2537,2817001000,산화아연,3,무기 및 유기화학제품
2538,2817002000,과산화아연,3,무기 및 유기화학제품
2539,2818,"인조커런덤,산화알루미늄,수산화알루미늄",3,무기 및 유기화학제품
2540,281810,1. 인조커런덤,3,무기 및 유기화학제품
2541,2818101000,선별된 입상의 것,3,무기 및 유기화학제품
2542,2818109000,기타,3,무기 및 유기화학제품
2543,281820,2. 산화알루미늄(인조커런덤을 제외한다),3,무기 및 유기화학제품
2544,2818200000,2. 산화알루미늄(인조커런덤을 제외한다),3,무기 및 유기화학제품
2545,2818201000,"고순도 분말의 것(산화알루미늄 함유량이 100분의 99.99(4N) 이상이며, 알갱이의 크기가 0.1마이크로미터 이상 1.0마이크로미터 이하인 것으로 한정한다)",3,무기 및 유기화학제품
2546,2818209000,"기타
",3,무기 및 유기화학제품
2547,281830,3. 수산화알루미늄,3,무기 및 유기화학제품
2548,2818301000,알루미나겔,3,무기 및 유기화학제품
2549,2818309000,기타,3,무기 및 유기화학제품
2550,2819,산화크롬과 수산화크롬,3,무기 및 유기화학제품
2551,281910,삼산화크롬,3,무기 및 유기화학제품
2552,2819100000,삼산화크롬,3,무기 및 유기화학제품
2553,281990,기 타,3,무기 및 유기화학제품
2554,28199010,산화크롬,3,무기 및 유기화학제품
2555,2819901010,산화제이크롬,3,무기 및 유기화학제품
2556,2819901090,기타,3,무기 및 유기화학제품
2557,2819902000,수산화크롬,3,무기 및 유기화학제품
2558,2820,산화망간,3,무기 및 유기화학제품
2559,282010,1. 이산화망간,3,무기 및 유기화학제품
2560,2820100000,1. 이산화망간,3,무기 및 유기화학제품
2561,282090,2. 기 타,3,무기 및 유기화학제품
2562,2820900000,"기타
",3,무기 및 유기화학제품
2563,2820901000,일산화망간,3,무기 및 유기화학제품
2564,2820902000,삼산화제이망간,3,무기 및 유기화학제품
2565,2820909000,기타,3,무기 및 유기화학제품
2566,2821,산화철·수산화철과 어드칼라,3,무기 및 유기화학제품
2567,282110,산화철과 수산화철,3,무기 및 유기화학제품
2568,2821101000,산화철,3,무기 및 유기화학제품
2569,2821102000,수산화철,3,무기 및 유기화학제품
2570,282120,어드컬러,3,무기 및 유기화학제품
2571,2821200000,어드컬러,3,무기 및 유기화학제품
2572,2822,산화코발트와 수산화코발트 및 상관습상의 산화코발트,3,무기 및 유기화학제품
2573,282200,산화코발트와 수산화코발트 및 상관습상의 산화코발트,3,무기 및 유기화학제품
2574,28220010,산화코발트,3,무기 및 유기화학제품
2575,2822001010,산화제이코발트,3,무기 및 유기화학제품
2576,282200109,기타,3,무기 및 유기화학제품
2577,2822001090,기타,3,무기 및 유기화학제품
2578,2822001091,2차전지 제조용의 것,3,무기 및 유기화학제품
2579,2822001099,기타,3,무기 및 유기화학제품
2580,28220020,수산화코발트,3,무기 및 유기화학제품
2581,2822002010,수산화제일코발트,3,무기 및 유기화학제품
2582,2822002090,기타,3,무기 및 유기화학제품
2583,2823,산화티타늄,3,무기 및 유기화학제품
2584,282300,산화티타늄,3,무기 및 유기화학제품
2585,2823001000,아나타스형,3,무기 및 유기화학제품
2586,2823009000,기타,3,무기 및 유기화학제품
2587,2824,산화연·연단 및 오렌지연,3,무기 및 유기화학제품
2588,282410,일산화연(리타지·메시코트),3,무기 및 유기화학제품
2589,2824100000,일산화연(리타지·메시코트),3,무기 및 유기화학제품
2590,282420,연단 및 오렌지연,3,무기 및 유기화학제품
2591,2824201000,연단,3,무기 및 유기화학제품
2592,2824202000,오렌지연,3,무기 및 유기화학제품
2593,282490,기타,3,무기 및 유기화학제품
2594,2824900000,기타,3,무기 및 유기화학제품
2595,2824901000,연단 및 오렌지연,3,무기 및 유기화학제품
2596,2824909000,기타,3,무기 및 유기화학제품
2597,2825,히드라진·히드록실아민 및 그들의 무기염과 기타 무기염기·금속산화물·금속수산화물 및 금속과산화물,3,무기 및 유기화학제품
2598,282510,히드라진과 히드록실아민 및 그들의 무기염,3,무기 및 유기화학제품
2599,2825101000,히드라진 히드레이트,3,무기 및 유기화학제품
2600,2825102000,"히드록실아민
",3,무기 및 유기화학제품
2601,28251090,기 타,3,무기 및 유기화학제품
2602,2825109000,"기타
",3,무기 및 유기화학제품
2603,2825109010,히드라진,3,무기 및 유기화학제품
2604,2825109020,히드라진과 무기염,3,무기 및 유기화학제품
2605,2825109030,히드록실아민,3,무기 및 유기화학제품
2606,282510904,히드록실아민의 무기염,3,무기 및 유기화학제품
2607,2825109041,히드록실 암모늄클로라이드(히드록실아민염산염),3,무기 및 유기화학제품
2608,2825109049,기타,3,무기 및 유기화학제품
2609,282520,산화리튬 및 수산화리튬,3,무기 및 유기화학제품
2610,2825201000,산화리튬,3,무기 및 유기화학제품
2611,2825202000,수산화리튬,3,무기 및 유기화학제품
2612,282530,산화바나듐 및 수산화바나듐,3,무기 및 유기화학제품
2613,2825301000,오산화바나듐,3,무기 및 유기화학제품
2614,2825309000,기타,3,무기 및 유기화학제품
2615,282540,산화니켈 및 수산화니켈,3,무기 및 유기화학제품
2616,2825401000,산화니켈,3,무기 및 유기화학제품
2617,2825402000,수산화니켈,3,무기 및 유기화학제품
2618,282550,산화동 및 수산화동,3,무기 및 유기화학제품
2619,2825501000,산화동,3,무기 및 유기화학제품
2620,28255020,수산화동,3,무기 및 유기화학제품
2621,2825502000,수산화동,3,무기 및 유기화학제품
2622,2825502010,농약원제의 것(?농약관리법?에 따라 등록된 것에 한한다),3,무기 및 유기화학제품
2623,2825502090,기타,3,무기 및 유기화학제품
2624,282560,산화게르마늄 및 산화지르코늄,3,무기 및 유기화학제품
2625,2825601000,산화게르마늄,3,무기 및 유기화학제품
2626,2825602000,산화지르코늄,3,무기 및 유기화학제품
2627,282570,산화몰리브덴 및 수산화몰리브덴,3,무기 및 유기화학제품
2628,2825701000,산화몰리브덴,3,무기 및 유기화학제품
2629,2825702000,수산화몰리브덴,3,무기 및 유기화학제품
2630,282580,8. 산화안티몬,3,무기 및 유기화학제품
2631,2825800000,8. 산화안티몬,3,무기 및 유기화학제품
2632,282590,기 타,3,무기 및 유기화학제품
2633,28259010,금속의 산화물,3,무기 및 유기화학제품
2634,2825901010,산화칼슘,3,무기 및 유기화학제품
2635,2825901020,산화텅스텐,3,무기 및 유기화학제품
2636,2825901030,산화석,3,무기 및 유기화학제품
2637,2825901040,니켈 코발트 알루미늄 산화물,3,무기 및 유기화학제품
2638,2825901090,기타,3,무기 및 유기화학제품
2639,28259020,금속의 수산화물,3,무기 및 유기화학제품
2640,2825902010,수산화칼슘,3,무기 및 유기화학제품
2641,2825902020,수산화망간,3,무기 및 유기화학제품
2642,2825902030,수산화텅스텐,3,무기 및 유기화학제품
2643,2825902040,수산화석,3,무기 및 유기화학제품
2644,2825902050,니켈 코발트 망간 수산화물,3,무기 및 유기화학제품
2645,2825902090,기타,3,무기 및 유기화학제품
2646,28259030,금속과산화물,3,무기 및 유기화학제품
2647,2825903000,"금속과산화물
",3,무기 및 유기화학제품
