,상품분류코드,상품분류명,상품분류그룹코드,상품분류그룹명
17226,600524,날염한 것,6,의류 및 직물류
17227,6005240000,날염한 것,6,의류 및 직물류
17228,60053,합성섬유제의 것,6,의류 및 직물류
17229,600531,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17230,6005310000,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17231,600532,염색한 것,6,의류 및 직물류
17232,6005320000,염색한 것,6,의류 및 직물류
17233,600533,상이한 색사의 것,6,의류 및 직물류
17234,6005330000,상이한 색사의 것,6,의류 및 직물류
17235,600534,날염한 것,6,의류 및 직물류
17236,6005340000,날염한 것,6,의류 및 직물류
17237,600535,"이 류의 소호주 제1호에 규정된 직물
",6,의류 및 직물류
17238,6005351000,"표백하지 않은 것이나 표백한 것
",6,의류 및 직물류
17239,6005352000,날염 직물,6,의류 및 직물류
17240,6005353000,"서로 다른 색실의 것
",6,의류 및 직물류
17241,6005354000,메시니트패브릭프린트,6,의류 및 직물류
17242,600536,섬유류,6,의류 및 직물류
17243,6005360000,기타(표백하지 않은 것이나 표백한 것으로 한정한다),6,의류 및 직물류
17244,600537,섬유류,6,의류 및 직물류
17245,6005370000,기타(염색한 것으로 한정한다),6,의류 및 직물류
17246,600538,섬유류,6,의류 및 직물류
17247,6005380000,"기타(서로 다른 색실의 것으로 한정한다)
",6,의류 및 직물류
17248,600539,섬유류,6,의류 및 직물류
17249,60054,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17250,600541,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17251,6005410000,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17252,600542,염색한 것,6,의류 및 직물류
17253,6005420000,염색한 것,6,의류 및 직물류
17254,600543,상이한 색사의 것,6,의류 및 직물류
17255,6005430000,상이한 색사의 것,6,의류 및 직물류
17256,600544,날염한 것,6,의류 및 직물류
17257,6005440000,날염한 것,6,의류 및 직물류
17258,600590,기타,6,의류 및 직물류
17259,6005900000,기타,6,의류 및 직물류
17260,6006,기타 메리야스 편물 또는 뜨게질 편물,6,의류 및 직물류
17261,600610,양모 또는 섬수모제의 것,6,의류 및 직물류
17262,6006100000,양모 또는 섬수모제의 것,6,의류 및 직물류
17263,60062,면제의 것,6,의류 및 직물류
17264,600621,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17265,6006210000,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17266,600622,염색한 것,6,의류 및 직물류
17267,6006220000,염색한 것,6,의류 및 직물류
17268,600623,상이한 색사의 것,6,의류 및 직물류
17269,6006230000,상이한 색사의 것,6,의류 및 직물류
17270,600624,날염한 것,6,의류 및 직물류
17271,6006240000,날염한 것,6,의류 및 직물류
17272,60063,합성섬유제의 것,6,의류 및 직물류
17273,600631,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17274,6006310000,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17275,600632,염색한 것,6,의류 및 직물류
17276,6006320000,염색한 것,6,의류 및 직물류
17277,600633,상이한 색사의 것,6,의류 및 직물류
17278,6006330000,상이한 색사의 것,6,의류 및 직물류
17279,600634,날염한 것,6,의류 및 직물류
17280,6006340000,날염한 것,6,의류 및 직물류
17281,60064,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17282,600641,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17283,6006410000,표백하지 않은 것 또는 표백한 것,6,의류 및 직물류
17284,600642,염색한 것,6,의류 및 직물류
17285,6006420000,염색한 것,6,의류 및 직물류
17286,600643,상이한 색사의 것,6,의류 및 직물류
17287,6006430000,상이한 색사의 것,6,의류 및 직물류
17288,600644,날염한 것,6,의류 및 직물류
17289,6006440000,날염한 것,6,의류 및 직물류
17290,600690,기타,6,의류 및 직물류
17291,6006900000,기타,6,의류 및 직물류
17292,6100,제61류 의류와 그 부속품 ,6,의류 및 직물류
17293,6101,남자 또는 소년용 오버코트·카코트·케이프·클록·아노락  원드치터·원트자켓 및 이와 유사한 의류 ,6,의류 및 직물류
17294,610110,양모 또는 섬수모제의 것,6,의류 및 직물류
17295,6101100000,양모 또는 섬수모제의 것,6,의류 및 직물류
17296,610120,면제의 것,6,의류 및 직물류
17297,6101200000,면제의 것,6,의류 및 직물류
17298,610130,인조섬유제의 것,6,의류 및 직물류
17299,6101301000,합성섬유제의 것,6,의류 및 직물류
17300,6101302000,재생 또는 반합성섬유의 것,6,의류 및 직물류
17301,610190,기타 방직용 섬유제의 것,6,의류 및 직물류
17302,6101900000,기타 방직용 섬유제의 것,6,의류 및 직물류
17303,6102,여자 또는 소녀용의 오버코트·카코트·케이프·클록  ·아노락 ·윈드치터·윈드자켓 및 이와 유사한 의류 ,6,의류 및 직물류
17304,610210,양모 또는 섬수모제의 것,6,의류 및 직물류
17305,6102100000,양모 또는 섬수모제의 것,6,의류 및 직물류
17306,610220,면제의 것,6,의류 및 직물류
17307,6102200000,면제의 것,6,의류 및 직물류
17308,610230,인조섬유제의 것,6,의류 및 직물류
17309,6102301000,합성섬유제의 것,6,의류 및 직물류
17310,6102302000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17311,610290,기타 방직용 섬유제의 것,6,의류 및 직물류
17312,6102900000,기타 방직용 섬유제의 것,6,의류 및 직물류
17313,6103,남자 또는  소년용의 슈트·앙상블·자켓·블레이저·긴바지·가슴받이와  멜빵이 있는 바지·승마용 바지  및 짧은 바지 ,6,의류 및 직물류
17314,61031,슈 트,6,의류 및 직물류
17315,610310,슈트,6,의류 및 직물류
17316,6103101000,양모 또는 섬수모제의 것,6,의류 및 직물류
17317,6103102000,합성섬유제의 것,6,의류 및 직물류
17318,6103109000,기타 방직용 섬유제의 것,6,의류 및 직물류
17319,610311,양모 또는 섬수모제의 것,6,의류 및 직물류
17320,6103110000,양모 또는 섬수모제의 것,6,의류 및 직물류
17321,610312,합성섬유제의 것,6,의류 및 직물류
17322,6103120000,합성섬유제의 것,6,의류 및 직물류
17323,610319,기타 방직용 섬유제의 것,6,의류 및 직물류
17324,6103190000,기타 방직용 섬유제의 것,6,의류 및 직물류
17325,61032,앙상블,6,의류 및 직물류
17326,610321,양모 또는 섬수모제의 것,6,의류 및 직물류
17327,6103210000,양모 또는 섬수모제의 것,6,의류 및 직물류
17328,610322,면제의 것,6,의류 및 직물류
17329,6103220000,면제의 것,6,의류 및 직물류
17330,610323,합성섬유제의 것,6,의류 및 직물류
17331,6103230000,합성섬유제의 것,6,의류 및 직물류
17332,610329,기타 방직용 섬유제의 것,6,의류 및 직물류
17333,6103290000,기타 방직용 섬유제의 것,6,의류 및 직물류
17334,61033,자켓과 블레이저,6,의류 및 직물류
17335,610331,양모 또는 섬수모제의 것,6,의류 및 직물류
17336,6103310000,양모 또는 섬수모제의 것,6,의류 및 직물류
17337,610332,면제의 것,6,의류 및 직물류
17338,6103320000,면제의 것,6,의류 및 직물류
17339,610333,합성섬유제의 것,6,의류 및 직물류
17340,6103330000,합성섬유제의 것,6,의류 및 직물류
17341,610339,기타 방직용 섬유제의 것,6,의류 및 직물류
17342,6103390000,기타 방직용 섬유제의 것,6,의류 및 직물류
17343,61034,긴바지·가슴받이와 멜빵이 있는 바지·승마용바지 및 짧은 바지,6,의류 및 직물류
17344,610341,양모 또는 섬수모제의 것,6,의류 및 직물류
17345,6103410000,양모 또는 섬수모제의 것,6,의류 및 직물류
17346,610342,면제의 것,6,의류 및 직물류
17347,6103420000,면제의 것,6,의류 및 직물류
17348,610343,합성섬유제의 것,6,의류 및 직물류
17349,6103430000,합성섬유제의 것,6,의류 및 직물류
17350,610349,기타 방직용 섬유제의 것,6,의류 및 직물류
17351,6103490000,기타 방직용 섬유제의 것,6,의류 및 직물류
17352,6104,여자 또는  소녀용의 슈트·앙상블·자켓·드레스·스커트·치마바지·긴바지·가슴받이와 멜빵이 있는  바지·승마용 바지 및 짧은 바지 ,6,의류 및 직물류
17353,61041,슈트,6,의류 및 직물류
17354,610411,양모 또는 섬수모제의 것,6,의류 및 직물류
17355,6104110000,양모 또는 섬수모제의 것,6,의류 및 직물류
17356,610412,면제의 것,6,의류 및 직물류
17357,6104120000,면제의 것,6,의류 및 직물류
17358,610413,합성섬유제의 것,6,의류 및 직물류
17359,6104130000,합성섬유제의 것,6,의류 및 직물류
17360,610419,기타 방직용 섬유의 것,6,의류 및 직물류
17361,6104190000,기타 방직용 섬유의 것,6,의류 및 직물류
17362,6104191000,면제의 것,6,의류 및 직물류
17363,6104199000,기타,6,의류 및 직물류
17364,61042,앙상블,6,의류 및 직물류
17365,610421,양모 또는 섬수모제의 것,6,의류 및 직물류
17366,6104210000,양모 또는 섬수모제의 것,6,의류 및 직물류
17367,610422,면제의 것,6,의류 및 직물류
17368,6104220000,면제의 것,6,의류 및 직물류
17369,610423,합성섬유제의 것,6,의류 및 직물류
17370,6104230000,합성섬유제의 것,6,의류 및 직물류
17371,610429,기타 방직용 섬유제의 것,6,의류 및 직물류
17372,6104290000,기타 방직용 섬유제의 것,6,의류 및 직물류
17373,61043,자켓 및 브레이저,6,의류 및 직물류
17374,610431,양모 또는 섬수모제의 것,6,의류 및 직물류
17375,6104310000,양모 또는 섬수모제의 것,6,의류 및 직물류
17376,610432,면제의 것,6,의류 및 직물류
17377,6104320000,면제의 것,6,의류 및 직물류
17378,610433,합성섬유제의 것,6,의류 및 직물류
17379,6104330000,합성섬유제의 것,6,의류 및 직물류
17380,610439,기타 방직용 섬유제의 것,6,의류 및 직물류
17381,6104390000,기타 방직용 섬유제의 것,6,의류 및 직물류
17382,61044,드레스,6,의류 및 직물류
17383,610441,양모 또는 섬수모제의 것,6,의류 및 직물류
17384,6104410000,양모 또는 섬수모제의 것,6,의류 및 직물류
17385,610442,면제의 것,6,의류 및 직물류
17386,6104420000,면제의 것,6,의류 및 직물류
17387,610443,합성섬유제의 것,6,의류 및 직물류
17388,6104430000,합성섬유제의 것,6,의류 및 직물류
17389,610444,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17390,6104440000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17391,610449,기타 방직용 섬유제의 것,6,의류 및 직물류
17392,6104491000,견제의 것,6,의류 및 직물류
17393,6104499000,기타,6,의류 및 직물류
17394,61045,스커트와 치마바지,6,의류 및 직물류
17395,610451,양모 또는 섬수모제의 것,6,의류 및 직물류
17396,6104510000,양모 또는 섬수모제의 것,6,의류 및 직물류
17397,610452,면제의 것,6,의류 및 직물류
17398,6104520000,면제의 것,6,의류 및 직물류
17399,610453,합성섬유제의 것,6,의류 및 직물류
17400,6104530000,합성섬유제의 것,6,의류 및 직물류
17401,610459,기타 방직용 섬유제의 것,6,의류 및 직물류
17402,6104590000,기타 방직용 섬유제의 것,6,의류 및 직물류
17403,61046,긴바지·가슴받이와 멜빵이 있는 바지·승마용바지 및 짧은 바지,6,의류 및 직물류
17404,610461,양모 또는 섬수모제의 것,6,의류 및 직물류
17405,6104610000,양모 또는 섬수모제의 것,6,의류 및 직물류
17406,610462,면제의 것,6,의류 및 직물류
17407,6104620000,면제의 것,6,의류 및 직물류
17408,610463,합성섬유제의 것,6,의류 및 직물류
17409,6104630000,합성섬유제의 것,6,의류 및 직물류
17410,610469,기타 방직용 섬유제의 것,6,의류 및 직물류
17411,6104690000,기타 방직용 섬유제의 것,6,의류 및 직물류
17412,6105,남자 또는 소년용의 셔츠 ,6,의류 및 직물류
17413,610510,면제의 것,6,의류 및 직물류
17414,6105100000,면제의 것,6,의류 및 직물류
17415,610520,인조섬유제의 것,6,의류 및 직물류
17416,6105201000,합성섬유제의 것,6,의류 및 직물류
17417,6105202000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17418,610590,기타 방직용 섬유제의 것,6,의류 및 직물류
17419,6105900000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17420,6105901000,견제의 것,6,의류 및 직물류
17421,6105902000,양모 또는 섬수모제의 것,6,의류 및 직물류
17422,6105909000,기타,6,의류 및 직물류
17423,6106,여자 또는 소녀용의  브라우스·셔츠 및 셔츠브라우스 ,6,의류 및 직물류
17424,610610,면제의 것,6,의류 및 직물류
17425,6106100000,면제의 것,6,의류 및 직물류
17426,610620,인조섬유제의 것,6,의류 및 직물류
17427,6106201000,합성섬유제의 것,6,의류 및 직물류
17428,6106202000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17429,610690,기타 방직용 섬유제의 것,6,의류 및 직물류
17430,6106900000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17431,6106901000,견제의 것,6,의류 및 직물류
17432,6106902000,양모 또는 섬수모제의 것,6,의류 및 직물류
17433,6106909000,기타,6,의류 및 직물류
17434,6107,남자 또는  소년용의 언더팬츠·브리프·나이트셔츠·파자마·목욕용  까운·드레싱까운과 이와 유사한 물품,6,의류 및 직물류
17435,61071,언더팬츠와 브리프,6,의류 및 직물류
17436,610711,면제의 것,6,의류 및 직물류
17437,6107110000,면제의 것,6,의류 및 직물류
17438,610712,인조섬유제의 것,6,의류 및 직물류
17439,6107121000,합성섬유제의 것,6,의류 및 직물류
17440,6107122000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17441,610719,기타 방직용 섬유제의 것,6,의류 및 직물류
17442,6107190000,기타 방직용 섬유제의 것,6,의류 및 직물류
17443,61072,나이트셔츠와 파자마,6,의류 및 직물류
17444,610721,면제의 것,6,의류 및 직물류
17445,6107210000,면제의 것,6,의류 및 직물류
17446,610722,인조섬유제의 것,6,의류 및 직물류
17447,6107221000,합성섬유제의 것,6,의류 및 직물류
17448,6107222000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17449,610729,기타 방직용 섬유제의 것,6,의류 및 직물류
17450,6107290000,기타 방직용 섬유제의 것,6,의류 및 직물류
17451,61079,기 타,6,의류 및 직물류
17452,610791,면제의 것,6,의류 및 직물류
17453,6107910000,면제의 것,6,의류 및 직물류
17454,610792,인조섬유제의 것,6,의류 및 직물류
17455,6107921000,합성섬유제의 것,6,의류 및 직물류
17456,6107922000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17457,610799,기타 방직용 섬유제의 것,6,의류 및 직물류
17458,6107990000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17459,6107991000,양모 또는 섬수모제의 것,6,의류 및 직물류
17460,6107999000,기타,6,의류 및 직물류
17461,6108,여자 또는  소녀용의 슬립·패티코트·브리프·팬티·나이트드레스·파자마·네그리제·목욕용까운·드레싱까운 및 이와 유사한 의류 ,6,의류 및 직물류
17462,61081,슬립과 패티코티,6,의류 및 직물류
17463,610811,인조섬유제의 것,6,의류 및 직물류
17464,6108111000,합성섬유제의 것,6,의류 및 직물류
17465,6108112000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17466,610819,기타 방직용 섬유제의 것,6,의류 및 직물류
17467,6108190000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17468,6108191000,면제의 것,6,의류 및 직물류
17469,6108199000,기타,6,의류 및 직물류
17470,61082,브리프와 팬티,6,의류 및 직물류
17471,610821,면제의 것,6,의류 및 직물류
17472,6108210000,면제의 것,6,의류 및 직물류
17473,610822,인조섬유제의 것,6,의류 및 직물류
17474,6108221000,합성섬유제의 것,6,의류 및 직물류
17475,6108222000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17476,610829,기타 방직용섬유제의 것,6,의류 및 직물류
17477,6108290000,기타 방직용섬유제의 것,6,의류 및 직물류
17478,61083,나이트드레스와 파자마,6,의류 및 직물류
17479,610831,면제의 것,6,의류 및 직물류
17480,6108310000,면제의 것,6,의류 및 직물류
17481,610832,인조섬유제의 것,6,의류 및 직물류
17482,6108321000,합성섬유제의 것,6,의류 및 직물류
17483,6108322000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17484,610839,기타 방직용 섬유제의 것,6,의류 및 직물류
17485,6108390000,기타 방직용 섬유제의 것,6,의류 및 직물류
17486,61089,기 타,6,의류 및 직물류
17487,610891,면제의 것,6,의류 및 직물류
17488,6108910000,면제의 것,6,의류 및 직물류
17489,610892,인조섬유제의 것,6,의류 및 직물류
17490,6108921000,합성섬유제의 것,6,의류 및 직물류
17491,6108922000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17492,610899,기타 방직용 섬유제의 것,6,의류 및 직물류
17493,6108990000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17494,6108991000,양모 또는 섬수모제의 것,6,의류 및 직물류
17495,6108999000,기타,6,의류 및 직물류
17496,6109,티셔츠·싱글리트 및  기타 조끼 ,6,의류 및 직물류
17497,610910,면제의 것,6,의류 및 직물류
17498,6109101000,티셔츠,6,의류 및 직물류
17499,6109109000,기타,6,의류 및 직물류
17500,610990,기타 방직용 섬유제의 것,6,의류 및 직물류
17501,61099010,견제의 것,6,의류 및 직물류
17502,6109901010,티셔츠,6,의류 및 직물류
17503,6109901090,기타,6,의류 및 직물류
17504,61099020,양모 또는 섬수모제의 것,6,의류 및 직물류
17505,6109902010,티셔츠,6,의류 및 직물류
17506,6109902090,기타,6,의류 및 직물류
17507,61099030,인조섬유제의 것,6,의류 및 직물류
17508,6109903010,티셔츠,6,의류 및 직물류
17509,6109903090,기타,6,의류 및 직물류
17510,61099090,기 타,6,의류 및 직물류
17511,6109909010,티셔츠,6,의류 및 직물류
17512,6109909090,기타,6,의류 및 직물류
17513,6110,저지·풀오버·카디건·웨이스트코트 및  이와 유사한 의류 ,6,의류 및 직물류
17514,61101,양모 또는 섬수모제의 것,6,의류 및 직물류
17515,6110100000,양모  또는  섬수모제의  저지·풀오버·카디건·웨이스트코트 (메리야스  또는  뜨게질편물의  것에  한한다 ),6,의류 및 직물류
17516,611011,양모의 것,6,의류 및 직물류
17517,6110110000,양모의 것,6,의류 및 직물류
17518,611012,캐시미어 산양의 것,6,의류 및 직물류
17519,6110120000,캐시미어 산양의 것,6,의류 및 직물류
17520,611019,기타,6,의류 및 직물류
17521,6110190000,기타,6,의류 및 직물류
17522,611020,면제의 것,6,의류 및 직물류
17523,6110200000,면제의 것,6,의류 및 직물류
17524,611030,인조섬유제의 것,6,의류 및 직물류
17525,6110301000,합성섬유제의 것,6,의류 및 직물류
17526,6110302000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17527,611090,기타 방직용 섬유제의 것,6,의류 및 직물류
17528,6110901000,견제의 것,6,의류 및 직물류
17529,6110909000,기타,6,의류 및 직물류
17530,6111,유아용의 의류와 그 부속품 ,6,의류 및 직물류
17531,611110,양모 또는 섬수모제의 것,6,의류 및 직물류
17532,6111101000,의류,6,의류 및 직물류
17533,6111102000,부속품,6,의류 및 직물류
17534,611120,면제의 것,6,의류 및 직물류
17535,6111201000,의류,6,의류 및 직물류
17536,6111202000,부속품,6,의류 및 직물류
17537,611130,합성섬유제의 것,6,의류 및 직물류
17538,6111301000,의류,6,의류 및 직물류
17539,6111302000,부속품,6,의류 및 직물류
17540,611190,기타 방직용 섬유제의 것,6,의류 및 직물류
17541,6111901000,의류,6,의류 및 직물류
17542,6111902000,부속품,6,의류 및 직물류
17543,6112,트랙슈트·스키슈트 및 수영복,6,의류 및 직물류
17544,61121,트랙슈트,6,의류 및 직물류
17545,611211,면제의 것,6,의류 및 직물류
17546,6112110000,면제의 것,6,의류 및 직물류
17547,611212,합성섬유제의 것,6,의류 및 직물류
17548,6112120000,합성섬유제의 것,6,의류 및 직물류
17549,611219,기타 방직용 섬유제의 것,6,의류 및 직물류
17550,6112190000,기타 방직용 섬유제의 것,6,의류 및 직물류
17551,611220,스키슈트,6,의류 및 직물류
17552,6112200000,"스키슈트
",6,의류 및 직물류
17553,6112201000,인조섬유제의 것,6,의류 및 직물류
17554,6112209000,기타,6,의류 및 직물류
17555,61123,남자용 또는 소년용의 수영복,6,의류 및 직물류
17556,611231,합성섬유제의 것,6,의류 및 직물류
17557,6112310000,합성섬유제의 것,6,의류 및 직물류
17558,611239,기타 방직용 섬유제의 것,6,의류 및 직물류
17559,6112390000,기타 방직용 섬유제의 것,6,의류 및 직물류
17560,61124,여자용 또는 소녀용의 수영복,6,의류 및 직물류
17561,611241,합성섬유제의 것,6,의류 및 직물류
17562,6112410000,합성섬유제의 것,6,의류 및 직물류
17563,611249,기타 방직용 섬유제의 것,6,의류 및 직물류
17564,6112490000,기타 방직용 섬유제의 것,6,의류 및 직물류
17565,6113,의류 ,6,의류 및 직물류
17566,611300,의류 ,6,의류 및 직물류
17567,6113001000,제5903호의 것,6,의류 및 직물류
17568,6113002000,제5906호의 것,6,의류 및 직물류
17569,6113003000,제5907호의 것,6,의류 및 직물류
17570,6114,기타 의류 ,6,의류 및 직물류
17571,611410,양모 또는 섬수모제의 것,6,의류 및 직물류
17572,6114100000,양모 또는 섬수모제의 것,6,의류 및 직물류
17573,611420,면제의 것,6,의류 및 직물류
17574,6114200000,면제의 것,6,의류 및 직물류
17575,611430,인조섬유제의 것,6,의류 및 직물류
17576,6114301000,합성섬유제의 것,6,의류 및 직물류
17577,6114302000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17578,611490,기타 방직용 섬유제의 것,6,의류 및 직물류
17579,6114900000,"그 밖의 방직용 섬유로 만든 것
",6,의류 및 직물류
17580,6114901000,견제의 것,6,의류 및 직물류
17581,6114909000,기타,6,의류 및 직물류
17582,6115,팬티호스·타이즈·스타킹 및 기타 양말류 ,6,의류 및 직물류
17583,61151,팬티호스와 타이즈,6,의류 및 직물류
17584,611510,섬유류,6,의류 및 직물류
17585,6115100000,단계압박 양말류(예 : 정맥류 치료용 스타킹),6,의류 및 직물류
17586,611511,합성섬유제의 것(구성하는 단사가 67데시텍스미만의 것),6,의류 및 직물류
17587,6115110000,합성섬유제의 것(구성하는 단사가 67데시텍스미만의 것),6,의류 및 직물류
17588,611512,합성섬유제의 것(구성하는 단사가 67데시텍스이상의 것),6,의류 및 직물류
17589,6115120000,합성섬유제의 것(구성하는 단사가 67데시텍스이상의 것),6,의류 및 직물류
17590,611519,기타 방직용 섬유제의 것,6,의류 및 직물류
17591,6115190000,기타 방직용 섬유제의 것,6,의류 및 직물류
17592,61152,기타 팬티호스와 타이즈,6,의류 및 직물류
17593,611520,여자용의 전길이 또는 무릎길이의 양말(구성하는 단사가 67데시텍스미만의 것,6,의류 및 직물류
17594,6115201000,인조섬유제의 것,6,의류 및 직물류
17595,6115209000,기타,6,의류 및 직물류
17596,611521,섬유류,6,의류 및 직물류
17597,6115210000,합성섬유제의 것(구성하는 단사가 67데시텍스 미만인 것에 한한다),6,의류 및 직물류
17598,611522,섬유류,6,의류 및 직물류
17599,6115220000,합성섬유제의 것(구성하는 단사가 67데시텍스 이상인 것에 한한다),6,의류 및 직물류
17600,611529,섬유류,6,의류 및 직물류
17601,6115290000,기타 방직용 섬유제의 것,6,의류 및 직물류
17602,611530,기타의 여자용의 전길이 또는 무릎길이의 양말(구성하는 단사가 67데시텍스 미만인 것에 한한다),6,의류 및 직물류
17603,6115300000,"그 밖의 여성용인 전길이(full-length)나 무릎길이(knee-length)의 양말(구성하는 단사가 67데시텍스 미만인 것으로 한정한다)
",6,의류 및 직물류
17604,6115301000,인조섬유제의 것,6,의류 및 직물류
17605,6115309000,기타,6,의류 및 직물류
17606,61159,기 타,6,의류 및 직물류
17607,611591,양모제 및 섬수모제의 것,6,의류 및 직물류
17608,6115910000,양모제 및 섬수모제의 것,6,의류 및 직물류
17609,611592,면제의 것,6,의류 및 직물류
17610,6115920000,면제의 것,6,의류 및 직물류
17611,611593,합성섬유제의 것,6,의류 및 직물류
17612,6115930000,합성섬유제의 것,6,의류 및 직물류
17613,611594,섬유류,6,의류 및 직물류
17614,6115940000,양모 또는 섬수모제의 것,6,의류 및 직물류
17615,611595,섬유류,6,의류 및 직물류
17616,6115950000,면제의 것,6,의류 및 직물류
17617,611596,섬유류,6,의류 및 직물류
17618,6115960000,합성섬유제의 것,6,의류 및 직물류
17619,611599,기타 방직용 섬유제의 것,6,의류 및 직물류
17620,6115990000,기타 방직용 섬유제의 것,6,의류 및 직물류
17621,6116,장갑류 ,6,의류 및 직물류
17622,611610,플라스틱 또는 고무를 침투·도포 또는 피복한 것,6,의류 및 직물류
17623,6116100000,플라스틱 또는 고무를 침투·도포 또는 피복한 것,6,의류 및 직물류
17624,61169,기 타,6,의류 및 직물류
17625,611691,양모 또는섬수모제의 것,6,의류 및 직물류
17626,6116910000,양모 또는섬수모제의 것,6,의류 및 직물류
17627,611692,면제의 것,6,의류 및 직물류
17628,6116921000,작업용 장갑,6,의류 및 직물류
17629,6116929000,기타,6,의류 및 직물류
17630,611693,합성섬유제의 것,6,의류 및 직물류
17631,6116930000,합성섬유제의 것,6,의류 및 직물류
17632,611699,기타 방직용 섬유제의것,6,의류 및 직물류
17633,6116990000,기타 방직용 섬유제의것,6,의류 및 직물류
17634,6117,기타 메리야스  편물 또는 뜨게질  편물제의 의류부속품과 의류 및  의류부속품의 부분품,6,의류 및 직물류
17635,611710,쇼울·스카프·머플러·만틸라·베일 및 이와 유사한 물품,6,의류 및 직물류
17636,6117101000,견제의 것,6,의류 및 직물류
17637,6117102000,양모 또는 섬수모제의 것,6,의류 및 직물류
17638,6117103000,면제의 것,6,의류 및 직물류
17639,6117104000,인조섬유제의 것,6,의류 및 직물류
17640,6117109000,기타,6,의류 및 직물류
17641,611720,넥타이류,6,의류 및 직물류
17642,6117201000,견제의 것,6,의류 및 직물류
17643,6117202000,인조섬유제의 것,6,의류 및 직물류
17644,6117209000,기타,6,의류 및 직물류
17645,611780,기타 부속품,6,의류 및 직물류
17646,6117800000,기타 부속품,6,의류 및 직물류
17647,6117801000,넥타이류,6,의류 및 직물류
17648,6117809000,기타,6,의류 및 직물류
17649,611790,부분품,6,의류 및 직물류
17650,6117900000,부분품,6,의류 및 직물류
17651,6200,제62류 의류와 그 부속품 ,6,의류 및 직물류
17652,6201,남자 또는  소년용으로 오버코트·카코트·케이프·클록·아노락 ·윈드치터·윈드자켓 및  이와 유사한 의류  ,6,의류 및 직물류
17653,62011,오버코트·레인코트·카코트·케이프·클록 및 이와 유사한 의류,6,의류 및 직물류
17654,620111,양모 또는 섬수모제의 것,6,의류 및 직물류
17655,6201110000,양모 또는 섬수모제의 것,6,의류 및 직물류
17656,620112,면제의 것,6,의류 및 직물류
17657,6201120000,면제의 것,6,의류 및 직물류
17658,620113,인조섬유제의 것,6,의류 및 직물류
17659,6201131000,합성섬유제의 것,6,의류 및 직물류
17660,6201132000,재생 또는 반합성섬유제의 것,6,의류 및 직물류
17661,620119,기타 방직용 섬유제의 것,6,의류 및 직물류
17662,6201190000,기타 방직용 섬유제의 것,6,의류 및 직물류
17663,620120,양모나 동물의 부드러운 털로 만든 것,6,의류 및 직물류
17664,6201201000,"오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류
",6,의류 및 직물류
17665,6201209000,기타,6,의류 및 직물류
17666,620130,면으로 만든 것,6,의류 및 직물류
17667,6201301000,"오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류
",6,의류 및 직물류
17668,6201309000,기타,6,의류 및 직물류
17669,620140,인조섬유로 만든 것,6,의류 및 직물류
17670,62014010,"합성섬유로 만든 것
",6,의류 및 직물류
17671,6201401010,"오버코트(overcoat)ㆍ레인코트(raincoat)ㆍ카코트(car-coat)ㆍ케이프(cape)ㆍ클록(cloak)과 이와 유사한 의류
",6,의류 및 직물류
17672,6201401090,기타,6,의류 및 직물류
17673,62014090,"재생ㆍ반(半)합성 섬유로 만든 것
",6,의류 및 직물류
